1.00%,Tolerance,,,,,,
Value,Description,MFG #1,P/N #1,MFG #2,P/N #2,MFG #3,P/N #3
1K74,"Res, 1K74 Ohm, 1K69, 125mW, R0805",Yageo,RC0805FR-071K74P,Panasonic,ERJ-U06F1741V,Koa-Speer,RK73H2ATTDD1741F
1K78,"Res, 1K78 Ohm, 1K74, 125mW, R0805",Yageo,RC0805FR-071K78P,Panasonic,ERJ-U06F1781V,Koa-Speer,RK73H2ATTDD1781F
1K82,"Res, 1K82 Ohm, 1K78, 125mW, R0805",Yageo,RC0805FR-071K82P,Panasonic,ERJ-U06F1821V,Koa-Speer,RK73H2ATTDD1821F
1K87,"Res, 1K87 Ohm, 1K82, 125mW, R0805",Yageo,RC0805FR-071K87P,Panasonic,ERJ-U06F1871V,Koa-Speer,RK73H2ATTDD1871F
1K91,"Res, 1K91 Ohm, 1K87, 125mW, R0805",Yageo,RC0805FR-071K91P,Panasonic,ERJ-U06F1911V,Koa-Speer,RK73H2ATTDD1911F
1K96,"Res, 1K96 Ohm, 1K91, 125mW, R0805",Yageo,RC0805FR-071K96P,Panasonic,ERJ-U06F1961V,Koa-Speer,RK73H2ATTDD1961F
2K,"Res, 2K Ohm, 1K96, 125mW, R0805",Yageo,RC0805FR-072KP,Panasonic,ERJ-U06F2001V,Koa-Speer,RK73H2ATTDD2001F
2K05,"Res, 2K05 Ohm, 2K, 125mW, R0805",Yageo,RC0805FR-072K05P,Panasonic,ERJ-U06F2051V,Koa-Speer,RK73H2ATTDD2051F
2K1,"Res, 2K1 Ohm, 2K05, 125mW, R0805",Yageo,RC0805FR-072K1P,Panasonic,ERJ-U06F2101V,Koa-Speer,RK73H2ATTDD2101F
2K15,"Res, 2K15 Ohm, 2K1, 125mW, R0805",Yageo,RC0805FR-072K15P,Panasonic,ERJ-U06F2151V,Koa-Speer,RK73H2ATTDD2151F
2K21,"Res, 2K21 Ohm, 2K15, 125mW, R0805",Yageo,RC0805FR-072K21P,Panasonic,ERJ-U06F2211V,Koa-Speer,RK73H2ATTDD2211F
2K26,"Res, 2K26 Ohm, 2K21, 125mW, R0805",Yageo,RC0805FR-072K26P,Panasonic,ERJ-U06F2261V,Koa-Speer,RK73H2ATTDD2261F
2K32,"Res, 2K32 Ohm, 2K26, 125mW, R0805",Yageo,RC0805FR-072K32P,Panasonic,ERJ-U06F2321V,Koa-Speer,RK73H2ATTDD2321F
2K37,"Res, 2K37 Ohm, 2K32, 125mW, R0805",Yageo,RC0805FR-072K37P,Panasonic,ERJ-U06F2371V,Koa-Speer,RK73H2ATTDD2371F
2K43,"Res, 2K43 Ohm, 2K37, 125mW, R0805",Yageo,RC0805FR-072K43P,Panasonic,ERJ-U06F2431V,Koa-Speer,RK73H2ATTDD2431F
2K49,"Res, 2K49 Ohm, 2K43, 125mW, R0805",Yageo,RC0805FR-072K49P,Panasonic,ERJ-U06F2491V,Koa-Speer,RK73H2ATTDD2491F
2K55,"Res, 2K55 Ohm, 2K49, 125mW, R0805",Yageo,RC0805FR-072K55P,Panasonic,ERJ-U06F2551V,Koa-Speer,RK73H2ATTDD2551F
2K61,"Res, 2K61 Ohm, 2K55, 125mW, R0805",Yageo,RC0805FR-072K61P,Panasonic,ERJ-U06F2611V,Koa-Speer,RK73H2ATTDD2611F
2K67,"Res, 2K67 Ohm, 2K61, 125mW, R0805",Yageo,RC0805FR-072K67P,Panasonic,ERJ-U06F2671V,Koa-Speer,RK73H2ATTDD2671F
2K74,"Res, 2K74 Ohm, 2K67, 125mW, R0805",Yageo,RC0805FR-072K74P,Panasonic,ERJ-U06F2741V,Koa-Speer,RK73H2ATTDD2741F
2K8,"Res, 2K8 Ohm, 2K74, 125mW, R0805",Yageo,RC0805FR-072K8P,Panasonic,ERJ-U06F2801V,Koa-Speer,RK73H2ATTDD2801F
2K87,"Res, 2K87 Ohm, 2K8, 125mW, R0805",Yageo,RC0805FR-072K87P,Panasonic,ERJ-U06F2871V,Koa-Speer,RK73H2ATTDD2871F
2K94,"Res, 2K94 Ohm, 2K87, 125mW, R0805",Yageo,RC0805FR-072K94P,Panasonic,ERJ-U06F2941V,Koa-Speer,RK73H2ATTDD2941F
3K01,"Res, 3K01 Ohm, 2K94, 125mW, R0805",Yageo,RC0805FR-073K01P,Panasonic,ERJ-U06F3011V,Koa-Speer,RK73H2ATTDD3011F
3K09,"Res, 3K09 Ohm, 3K01, 125mW, R0805",Yageo,RC0805FR-073K09P,Panasonic,ERJ-U06F3091V,Koa-Speer,RK73H2ATTDD3091F
3K16,"Res, 3K16 Ohm, 3K09, 125mW, R0805",Yageo,RC0805FR-073K16P,Panasonic,ERJ-U06F3161V,Koa-Speer,RK73H2ATTDD3161F
3K24,"Res, 3K24 Ohm, 3K16, 125mW, R0805",Yageo,RC0805FR-073K24P,Panasonic,ERJ-U06F3241V,Koa-Speer,RK73H2ATTDD3241F
3K32,"Res, 3K32 Ohm, 3K24, 125mW, R0805",Yageo,RC0805FR-073K32P,Panasonic,ERJ-U06F3321V,Koa-Speer,RK73H2ATTDD3321F
3K4,"Res, 3K4 Ohm, 3K32, 125mW, R0805",Yageo,RC0805FR-073K4P,Panasonic,ERJ-U06F3401V,Koa-Speer,RK73H2ATTDD3401F
3K48,"Res, 3K48 Ohm, 3K4, 125mW, R0805",Yageo,RC0805FR-073K48P,Panasonic,ERJ-U06F3481V,Koa-Speer,RK73H2ATTDD3481F
3K57,"Res, 3K57 Ohm, 3K48, 125mW, R0805",Yageo,RC0805FR-073K57P,Panasonic,ERJ-U06F3571V,Koa-Speer,RK73H2ATTDD3571F
3K65,"Res, 3K65 Ohm, 3K57, 125mW, R0805",Yageo,RC0805FR-073K65P,Panasonic,ERJ-U06F3651V,Koa-Speer,RK73H2ATTDD3651F
3K74,"Res, 3K74 Ohm, 3K65, 125mW, R0805",Yageo,RC0805FR-073K74P,Panasonic,ERJ-U06F3741V,Koa-Speer,RK73H2ATTDD3741F
3K83,"Res, 3K83 Ohm, 3K74, 125mW, R0805",Yageo,RC0805FR-073K83P,Panasonic,ERJ-U06F3831V,Koa-Speer,RK73H2ATTDD3831F
3K92,"Res, 3K92 Ohm, 3K83, 125mW, R0805",Yageo,RC0805FR-073K92P,Panasonic,ERJ-U06F3921V,Koa-Speer,RK73H2ATTDD3921F
4K02,"Res, 4K02 Ohm, 3K92, 125mW, R0805",Yageo,RC0805FR-074K02P,Panasonic,ERJ-U06F4021V,Koa-Speer,RK73H2ATTDD4021F
4K12,"Res, 4K12 Ohm, 4K02, 125mW, R0805",Yageo,RC0805FR-074K12P,Panasonic,ERJ-U06F4121V,Koa-Speer,RK73H2ATTDD4121F
4K22,"Res, 4K22 Ohm, 4K12, 125mW, R0805",Yageo,RC0805FR-074K22P,Panasonic,ERJ-U06F4221V,Koa-Speer,RK73H2ATTDD4221F
4K32,"Res, 4K32 Ohm, 4K22, 125mW, R0805",Yageo,RC0805FR-074K32P,Panasonic,ERJ-U06F4321V,Koa-Speer,RK73H2ATTDD4321F
4K42,"Res, 4K42 Ohm, 4K32, 125mW, R0805",Yageo,RC0805FR-074K42P,Panasonic,ERJ-U06F4421V,Koa-Speer,RK73H2ATTDD4421F
4K53,"Res, 4K53 Ohm, 4K42, 125mW, R0805",Yageo,RC0805FR-074K53P,Panasonic,ERJ-U06F4531V,Koa-Speer,RK73H2ATTDD4531F
4K64,"Res, 4K64 Ohm, 4K53, 125mW, R0805",Yageo,RC0805FR-074K64P,Panasonic,ERJ-U06F4641V,Koa-Speer,RK73H2ATTDD4641F
4K75,"Res, 4K75 Ohm, 4K64, 125mW, R0805",Yageo,RC0805FR-074K75P,Panasonic,ERJ-U06F4751V,Koa-Speer,RK73H2ATTDD4751F
4K87,"Res, 4K87 Ohm, 4K75, 125mW, R0805",Yageo,RC0805FR-074K87P,Panasonic,ERJ-U06F4871V,Koa-Speer,RK73H2ATTDD4871F
4K99,"Res, 4K99 Ohm, 4K87, 125mW, R0805",Yageo,RC0805FR-074K99P,Panasonic,ERJ-U06F4991V,Koa-Speer,RK73H2ATTDD4991F
5K11,"Res, 5K11 Ohm, 4K99, 125mW, R0805",Yageo,RC0805FR-075K11P,Panasonic,ERJ-U06F5111V,Koa-Speer,RK73H2ATTDD5111F
5K23,"Res, 5K23 Ohm, 5K11, 125mW, R0805",Yageo,RC0805FR-075K23P,Panasonic,ERJ-U06F5231V,Koa-Speer,RK73H2ATTDD5231F
5K36,"Res, 5K36 Ohm, 5K23, 125mW, R0805",Yageo,RC0805FR-075K36P,Panasonic,ERJ-U06F5361V,Koa-Speer,RK73H2ATTDD5361F
5K49,"Res, 5K49 Ohm, 5K36, 125mW, R0805",Yageo,RC0805FR-075K49P,Panasonic,ERJ-U06F5491V,Koa-Speer,RK73H2ATTDD5491F
5K62,"Res, 5K62 Ohm, 5K49, 125mW, R0805",Yageo,RC0805FR-075K62P,Panasonic,ERJ-U06F5621V,Koa-Speer,RK73H2ATTDD5621F
5K76,"Res, 5K76 Ohm, 5K62, 125mW, R0805",Yageo,RC0805FR-075K76P,Panasonic,ERJ-U06F5761V,Koa-Speer,RK73H2ATTDD5761F
5K9,"Res, 5K9 Ohm, 5K76, 125mW, R0805",Yageo,RC0805FR-075K9P,Panasonic,ERJ-U06F5901V,Koa-Speer,RK73H2ATTDD5901F
6K04,"Res, 6K04 Ohm, 5K9, 125mW, R0805",Yageo,RC0805FR-076K04P,Panasonic,ERJ-U06F6041V,Koa-Speer,RK73H2ATTDD6041F
6K19,"Res, 6K19 Ohm, 6K04, 125mW, R0805",Yageo,RC0805FR-076K19P,Panasonic,ERJ-U06F6191V,Koa-Speer,RK73H2ATTDD6191F
6K34,"Res, 6K34 Ohm, 6K19, 125mW, R0805",Yageo,RC0805FR-076K34P,Panasonic,ERJ-U06F6341V,Koa-Speer,RK73H2ATTDD6341F
6K49,"Res, 6K49 Ohm, 6K34, 125mW, R0805",Yageo,RC0805FR-076K49P,Panasonic,ERJ-U06F6491V,Koa-Speer,RK73H2ATTDD6491F
6K65,"Res, 6K65 Ohm, 6K49, 125mW, R0805",Yageo,RC0805FR-076K65P,Panasonic,ERJ-U06F6651V,Koa-Speer,RK73H2ATTDD6651F
6K81,"Res, 6K81 Ohm, 6K65, 125mW, R0805",Yageo,RC0805FR-076K81P,Panasonic,ERJ-U06F6811V,Koa-Speer,RK73H2ATTDD6811F
6K98,"Res, 6K98 Ohm, 6K81, 125mW, R0805",Yageo,RC0805FR-076K98P,Panasonic,ERJ-U06F6981V,Koa-Speer,RK73H2ATTDD6981F
7K15,"Res, 7K15 Ohm, 6K98, 125mW, R0805",Yageo,RC0805FR-077K15P,Panasonic,ERJ-U06F7151V,Koa-Speer,RK73H2ATTDD7151F
7K32,"Res, 7K32 Ohm, 7K15, 125mW, R0805",Yageo,RC0805FR-077K32P,Panasonic,ERJ-U06F7321V,Koa-Speer,RK73H2ATTDD7321F
7K5,"Res, 7K5 Ohm, 7K32, 125mW, R0805",Yageo,RC0805FR-077K5P,Panasonic,ERJ-U06F7501V,Koa-Speer,RK73H2ATTDD7501F
7K68,"Res, 7K68 Ohm, 7K5, 125mW, R0805",Yageo,RC0805FR-077K68P,Panasonic,ERJ-U06F7681V,Koa-Speer,RK73H2ATTDD7681F
7K87,"Res, 7K87 Ohm, 7K68, 125mW, R0805",Yageo,RC0805FR-077K87P,Panasonic,ERJ-U06F7871V,Koa-Speer,RK73H2ATTDD7871F
8K06,"Res, 8K06 Ohm, 7K87, 125mW, R0805",Yageo,RC0805FR-078K06P,Panasonic,ERJ-U06F8061V,Koa-Speer,RK73H2ATTDD8061F
8K25,"Res, 8K25 Ohm, 8K06, 125mW, R0805",Yageo,RC0805FR-078K25P,Panasonic,ERJ-U06F8251V,Koa-Speer,RK73H2ATTDD8251F
8K45,"Res, 8K45 Ohm, 8K25, 125mW, R0805",Yageo,RC0805FR-078K45P,Panasonic,ERJ-U06F8451V,Koa-Speer,RK73H2ATTDD8451F
8K66,"Res, 8K66 Ohm, 8K45, 125mW, R0805",Yageo,RC0805FR-078K66P,Panasonic,ERJ-U06F8661V,Koa-Speer,RK73H2ATTDD8661F
8K87,"Res, 8K87 Ohm, 8K66, 125mW, R0805",Yageo,RC0805FR-078K87P,Panasonic,ERJ-U06F8871V,Koa-Speer,RK73H2ATTDD8871F
9K09,"Res, 9K09 Ohm, 8K87, 125mW, R0805",Yageo,RC0805FR-079K09P,Panasonic,ERJ-U06F9091V,Koa-Speer,RK73H2ATTDD9091F
9K31,"Res, 9K31 Ohm, 9K09, 125mW, R0805",Yageo,RC0805FR-079K31P,Panasonic,ERJ-U06F9311V,Koa-Speer,RK73H2ATTDD9311F
9K53,"Res, 9K53 Ohm, 9K31, 125mW, R0805",Yageo,RC0805FR-079K53P,Panasonic,ERJ-U06F9531V,Koa-Speer,RK73H2ATTDD9531F
9K76,"Res, 9K76 Ohm, 9K53, 125mW, R0805",Yageo,RC0805FR-079K76P,Panasonic,ERJ-U06F9761V,Koa-Speer,RK73H2ATTDD9761F
10K,"Res, 10K Ohm, 9K76, 125mW, R0805",Yageo,RC0805FR-0710KP,Panasonic,ERJ-U06F1002V,Koa-Speer,RK73H2ATTDD1002F
10K2,"Res, 10K2 Ohm, 10K, 125mW, R0805",Yageo,RC0805FR-0710K2P,Panasonic,ERJ-U06F1022V,Koa-Speer,RK73H2ATTDD1022F
10K5,"Res, 10K5 Ohm, 10K2, 125mW, R0805",Yageo,RC0805FR-0710K5P,Panasonic,ERJ-U06F1052V,Koa-Speer,RK73H2ATTDD1052F
10K7,"Res, 10K7 Ohm, 10K5, 125mW, R0805",Yageo,RC0805FR-0710K7P,Panasonic,ERJ-U06F1072V,Koa-Speer,RK73H2ATTDD1072F
11K,"Res, 11K Ohm, 10K7, 125mW, R0805",Yageo,RC0805FR-0711KP,Panasonic,ERJ-U06F1102V,Koa-Speer,RK73H2ATTDD1102F
11K3,"Res, 11K3 Ohm, 11K, 125mW, R0805",Yageo,RC0805FR-0711K3P,Panasonic,ERJ-U06F1132V,Koa-Speer,RK73H2ATTDD1132F
11K5,"Res, 11K5 Ohm, 11K3, 125mW, R0805",Yageo,RC0805FR-0711K5P,Panasonic,ERJ-U06F1152V,Koa-Speer,RK73H2ATTDD1152F
11K8,"Res, 11K8 Ohm, 11K5, 125mW, R0805",Yageo,RC0805FR-0711K8P,Panasonic,ERJ-U06F1182V,Koa-Speer,RK73H2ATTDD1182F
12K1,"Res, 12K1 Ohm, 11K8, 125mW, R0805",Yageo,RC0805FR-0712K1P,Panasonic,ERJ-U06F1212V,Koa-Speer,RK73H2ATTDD1212F
12K4,"Res, 12K4 Ohm, 12K1, 125mW, R0805",Yageo,RC0805FR-0712K4P,Panasonic,ERJ-U06F1242V,Koa-Speer,RK73H2ATTDD1242F
12K7,"Res, 12K7 Ohm, 12K4, 125mW, R0805",Yageo,RC0805FR-0712K7P,Panasonic,ERJ-U06F1272V,Koa-Speer,RK73H2ATTDD1272F
13K,"Res, 13K Ohm, 12K7, 125mW, R0805",Yageo,RC0805FR-0713KP,Panasonic,ERJ-U06F1302V,Koa-Speer,RK73H2ATTDD1302F
13K3,"Res, 13K3 Ohm, 13K, 125mW, R0805",Yageo,RC0805FR-0713K3P,Panasonic,ERJ-U06F1332V,Koa-Speer,RK73H2ATTDD1332F
13K7,"Res, 13K7 Ohm, 13K3, 125mW, R0805",Yageo,RC0805FR-0713K7P,Panasonic,ERJ-U06F1372V,Koa-Speer,RK73H2ATTDD1372F
14K,"Res, 14K Ohm, 13K7, 125mW, R0805",Yageo,RC0805FR-0714KP,Panasonic,ERJ-U06F1402V,Koa-Speer,RK73H2ATTDD1402F
14K3,"Res, 14K3 Ohm, 14K, 125mW, R0805",Yageo,RC0805FR-0714K3P,Panasonic,ERJ-U06F1432V,Koa-Speer,RK73H2ATTDD1432F
14K7,"Res, 14K7 Ohm, 14K3, 125mW, R0805",Yageo,RC0805FR-0714K7P,Panasonic,ERJ-U06F1472V,Koa-Speer,RK73H2ATTDD1472F
15K,"Res, 15K Ohm, 14K7, 125mW, R0805",Yageo,RC0805FR-0715KP,Panasonic,ERJ-U06F1502V,Koa-Speer,RK73H2ATTDD1502F
15K4,"Res, 15K4 Ohm, 15K, 125mW, R0805",Yageo,RC0805FR-0715K4P,Panasonic,ERJ-U06F1542V,Koa-Speer,RK73H2ATTDD1542F
15K8,"Res, 15K8 Ohm, 15K4, 125mW, R0805",Yageo,RC0805FR-0715K8P,Panasonic,ERJ-U06F1582V,Koa-Speer,RK73H2ATTDD1582F
16K2,"Res, 16K2 Ohm, 15K8, 125mW, R0805",Yageo,RC0805FR-0716K2P,Panasonic,ERJ-U06F1622V,Koa-Speer,RK73H2ATTDD1622F
16K5,"Res, 16K5 Ohm, 16K2, 125mW, R0805",Yageo,RC0805FR-0716K5P,Panasonic,ERJ-U06F1652V,Koa-Speer,RK73H2ATTDD1652F
16K9,"Res, 16K9 Ohm, 16K5, 125mW, R0805",Yageo,RC0805FR-0716K9P,Panasonic,ERJ-U06F1692V,Koa-Speer,RK73H2ATTDD1692F
17K4,"Res, 17K4 Ohm, 16K9, 125mW, R0805",Yageo,RC0805FR-0717K4P,Panasonic,ERJ-U06F1742V,Koa-Speer,RK73H2ATTDD1742F
17K8,"Res, 17K8 Ohm, 17K4, 125mW, R0805",Yageo,RC0805FR-0717K8P,Panasonic,ERJ-U06F1782V,Koa-Speer,RK73H2ATTDD1782F
18K2,"Res, 18K2 Ohm, 17K8, 125mW, R0805",Yageo,RC0805FR-0718K2P,Panasonic,ERJ-U06F1822V,Koa-Speer,RK73H2ATTDD1822F
18K7,"Res, 18K7 Ohm, 18K2, 125mW, R0805",Yageo,RC0805FR-0718K7P,Panasonic,ERJ-U06F1872V,Koa-Speer,RK73H2ATTDD1872F
19K1,"Res, 19K1 Ohm, 18K7, 125mW, R0805",Yageo,RC0805FR-0719K1P,Panasonic,ERJ-U06F1912V,Koa-Speer,RK73H2ATTDD1912F
19K6,"Res, 19K6 Ohm, 19K1, 125mW, R0805",Yageo,RC0805FR-0719K6P,Panasonic,ERJ-U06F1962V,Koa-Speer,RK73H2ATTDD1962F
20K,"Res, 20K Ohm, 19K6, 125mW, R0805",Yageo,RC0805FR-0720KP,Panasonic,ERJ-U06F2002V,Koa-Speer,RK73H2ATTDD2002F
20K5,"Res, 20K5 Ohm, 20K, 125mW, R0805",Yageo,RC0805FR-0720K5P,Panasonic,ERJ-U06F2052V,Koa-Speer,RK73H2ATTDD2052F
21K,"Res, 21K Ohm, 20K5, 125mW, R0805",Yageo,RC0805FR-0721KP,Panasonic,ERJ-U06F2102V,Koa-Speer,RK73H2ATTDD2102F
21K5,"Res, 21K5 Ohm, 21K, 125mW, R0805",Yageo,RC0805FR-0721K5P,Panasonic,ERJ-U06F2152V,Koa-Speer,RK73H2ATTDD2152F
22K1,"Res, 22K1 Ohm, 21K5, 125mW, R0805",Yageo,RC0805FR-0722K1P,Panasonic,ERJ-U06F2212V,Koa-Speer,RK73H2ATTDD2212F
22K6,"Res, 22K6 Ohm, 22K1, 125mW, R0805",Yageo,RC0805FR-0722K6P,Panasonic,ERJ-U06F2262V,Koa-Speer,RK73H2ATTDD2262F
23K2,"Res, 23K2 Ohm, 22K6, 125mW, R0805",Yageo,RC0805FR-0723K2P,Panasonic,ERJ-U06F2322V,Koa-Speer,RK73H2ATTDD2322F
23K7,"Res, 23K7 Ohm, 23K2, 125mW, R0805",Yageo,RC0805FR-0723K7P,Panasonic,ERJ-U06F2372V,Koa-Speer,RK73H2ATTDD2372F
24K3,"Res, 24K3 Ohm, 23K7, 125mW, R0805",Yageo,RC0805FR-0724K3P,Panasonic,ERJ-U06F2432V,Koa-Speer,RK73H2ATTDD2432F
24K9,"Res, 24K9 Ohm, 24K3, 125mW, R0805",Yageo,RC0805FR-0724K9P,Panasonic,ERJ-U06F2492V,Koa-Speer,RK73H2ATTDD2492F
25K5,"Res, 25K5 Ohm, 24K9, 125mW, R0805",Yageo,RC0805FR-0725K5P,Panasonic,ERJ-U06F2552V,Koa-Speer,RK73H2ATTDD2552F
26K1,"Res, 26K1 Ohm, 25K5, 125mW, R0805",Yageo,RC0805FR-0726K1P,Panasonic,ERJ-U06F2612V,Koa-Speer,RK73H2ATTDD2612F
26K7,"Res, 26K7 Ohm, 26K1, 125mW, R0805",Yageo,RC0805FR-0726K7P,Panasonic,ERJ-U06F2672V,Koa-Speer,RK73H2ATTDD2672F
27K4,"Res, 27K4 Ohm, 26K7, 125mW, R0805",Yageo,RC0805FR-0727K4P,Panasonic,ERJ-U06F2742V,Koa-Speer,RK73H2ATTDD2742F
28K,"Res, 28K Ohm, 27K4, 125mW, R0805",Yageo,RC0805FR-0728KP,Panasonic,ERJ-U06F2802V,Koa-Speer,RK73H2ATTDD2802F
28K7,"Res, 28K7 Ohm, 28K, 125mW, R0805",Yageo,RC0805FR-0728K7P,Panasonic,ERJ-U06F2872V,Koa-Speer,RK73H2ATTDD2872F
29K4,"Res, 29K4 Ohm, 28K7, 125mW, R0805",Yageo,RC0805FR-0729K4P,Panasonic,ERJ-U06F2942V,Koa-Speer,RK73H2ATTDD2942F
30K1,"Res, 30K1 Ohm, 29K4, 125mW, R0805",Yageo,RC0805FR-0730K1P,Panasonic,ERJ-U06F3012V,Koa-Speer,RK73H2ATTDD3012F
30K9,"Res, 30K9 Ohm, 30K1, 125mW, R0805",Yageo,RC0805FR-0730K9P,Panasonic,ERJ-U06F3092V,Koa-Speer,RK73H2ATTDD3092F
31K6,"Res, 31K6 Ohm, 30K9, 125mW, R0805",Yageo,RC0805FR-0731K6P,Panasonic,ERJ-U06F3162V,Koa-Speer,RK73H2ATTDD3162F
32K4,"Res, 32K4 Ohm, 31K6, 125mW, R0805",Yageo,RC0805FR-0732K4P,Panasonic,ERJ-U06F3242V,Koa-Speer,RK73H2ATTDD3242F
33K2,"Res, 33K2 Ohm, 32K4, 125mW, R0805",Yageo,RC0805FR-0733K2P,Panasonic,ERJ-U06F3322V,Koa-Speer,RK73H2ATTDD3322F
34K,"Res, 34K Ohm, 33K2, 125mW, R0805",Yageo,RC0805FR-0734KP,Panasonic,ERJ-U06F3402V,Koa-Speer,RK73H2ATTDD3402F
34K8,"Res, 34K8 Ohm, 34K, 125mW, R0805",Yageo,RC0805FR-0734K8P,Panasonic,ERJ-U06F3482V,Koa-Speer,RK73H2ATTDD3482F
35K7,"Res, 35K7 Ohm, 34K8, 125mW, R0805",Yageo,RC0805FR-0735K7P,Panasonic,ERJ-U06F3572V,Koa-Speer,RK73H2ATTDD3572F
36K5,"Res, 36K5 Ohm, 35K7, 125mW, R0805",Yageo,RC0805FR-0736K5P,Panasonic,ERJ-U06F3652V,Koa-Speer,RK73H2ATTDD3652F
37K4,"Res, 37K4 Ohm, 36K5, 125mW, R0805",Yageo,RC0805FR-0737K4P,Panasonic,ERJ-U06F3742V,Koa-Speer,RK73H2ATTDD3742F
38K3,"Res, 38K3 Ohm, 37K4, 125mW, R0805",Yageo,RC0805FR-0738K3P,Panasonic,ERJ-U06F3832V,Koa-Speer,RK73H2ATTDD3832F
39K2,"Res, 39K2 Ohm, 38K3, 125mW, R0805",Yageo,RC0805FR-0739K2P,Panasonic,ERJ-U06F3922V,Koa-Speer,RK73H2ATTDD3922F
40K2,"Res, 40K2 Ohm, 39K2, 125mW, R0805",Yageo,RC0805FR-0740K2P,Panasonic,ERJ-U06F4022V,Koa-Speer,RK73H2ATTDD4022F
41K2,"Res, 41K2 Ohm, 40K2, 125mW, R0805",Yageo,RC0805FR-0741K2P,Panasonic,ERJ-U06F4122V,Koa-Speer,RK73H2ATTDD4122F
42K2,"Res, 42K2 Ohm, 41K2, 125mW, R0805",Yageo,RC0805FR-0742K2P,Panasonic,ERJ-U06F4222V,Koa-Speer,RK73H2ATTDD4222F
43K2,"Res, 43K2 Ohm, 42K2, 125mW, R0805",Yageo,RC0805FR-0743K2P,Panasonic,ERJ-U06F4322V,Koa-Speer,RK73H2ATTDD4322F
44K2,"Res, 44K2 Ohm, 43K2, 125mW, R0805",Yageo,RC0805FR-0744K2P,Panasonic,ERJ-U06F4422V,Koa-Speer,RK73H2ATTDD4422F
45K3,"Res, 45K3 Ohm, 44K2, 125mW, R0805",Yageo,RC0805FR-0745K3P,Panasonic,ERJ-U06F4532V,Koa-Speer,RK73H2ATTDD4532F
46K4,"Res, 46K4 Ohm, 45K3, 125mW, R0805",Yageo,RC0805FR-0746K4P,Panasonic,ERJ-U06F4642V,Koa-Speer,RK73H2ATTDD4642F
47K5,"Res, 47K5 Ohm, 46K4, 125mW, R0805",Yageo,RC0805FR-0747K5P,Panasonic,ERJ-U06F4752V,Koa-Speer,RK73H2ATTDD4752F
48K7,"Res, 48K7 Ohm, 47K5, 125mW, R0805",Yageo,RC0805FR-0748K7P,Panasonic,ERJ-U06F4872V,Koa-Speer,RK73H2ATTDD4872F
49K9,"Res, 49K9 Ohm, 48K7, 125mW, R0805",Yageo,RC0805FR-0749K9P,Panasonic,ERJ-U06F4992V,Koa-Speer,RK73H2ATTDD4992F
51K1,"Res, 51K1 Ohm, 49K9, 125mW, R0805",Yageo,RC0805FR-0751K1P,Panasonic,ERJ-U06F5112V,Koa-Speer,RK73H2ATTDD5112F
52K3,"Res, 52K3 Ohm, 51K1, 125mW, R0805",Yageo,RC0805FR-0752K3P,Panasonic,ERJ-U06F5232V,Koa-Speer,RK73H2ATTDD5232F
53K6,"Res, 53K6 Ohm, 52K3, 125mW, R0805",Yageo,RC0805FR-0753K6P,Panasonic,ERJ-U06F5362V,Koa-Speer,RK73H2ATTDD5362F
54K9,"Res, 54K9 Ohm, 53K6, 125mW, R0805",Yageo,RC0805FR-0754K9P,Panasonic,ERJ-U06F5492V,Koa-Speer,RK73H2ATTDD5492F
56K2,"Res, 56K2 Ohm, 54K9, 125mW, R0805",Yageo,RC0805FR-0756K2P,Panasonic,ERJ-U06F5622V,Koa-Speer,RK73H2ATTDD5622F
57K6,"Res, 57K6 Ohm, 56K2, 125mW, R0805",Yageo,RC0805FR-0757K6P,Panasonic,ERJ-U06F5762V,Koa-Speer,RK73H2ATTDD5762F
59K,"Res, 59K Ohm, 57K6, 125mW, R0805",Yageo,RC0805FR-0759KP,Panasonic,ERJ-U06F5902V,Koa-Speer,RK73H2ATTDD5902F
60K4,"Res, 60K4 Ohm, 59K, 125mW, R0805",Yageo,RC0805FR-0760K4P,Panasonic,ERJ-U06F6042V,Koa-Speer,RK73H2ATTDD6042F
61K9,"Res, 61K9 Ohm, 60K4, 125mW, R0805",Yageo,RC0805FR-0761K9P,Panasonic,ERJ-U06F6192V,Koa-Speer,RK73H2ATTDD6192F
63K4,"Res, 63K4 Ohm, 61K9, 125mW, R0805",Yageo,RC0805FR-0763K4P,Panasonic,ERJ-U06F6342V,Koa-Speer,RK73H2ATTDD6342F
64K9,"Res, 64K9 Ohm, 63K4, 125mW, R0805",Yageo,RC0805FR-0764K9P,Panasonic,ERJ-U06F6492V,Koa-Speer,RK73H2ATTDD6492F
66K5,"Res, 66K5 Ohm, 64K9, 125mW, R0805",Yageo,RC0805FR-0766K5P,Panasonic,ERJ-U06F6652V,Koa-Speer,RK73H2ATTDD6652F
68K1,"Res, 68K1 Ohm, 66K5, 125mW, R0805",Yageo,RC0805FR-0768K1P,Panasonic,ERJ-U06F6812V,Koa-Speer,RK73H2ATTDD6812F
69K8,"Res, 69K8 Ohm, 68K1, 125mW, R0805",Yageo,RC0805FR-0769K8P,Panasonic,ERJ-U06F6982V,Koa-Speer,RK73H2ATTDD6982F
71K5,"Res, 71K5 Ohm, 69K8, 125mW, R0805",Yageo,RC0805FR-0771K5P,Panasonic,ERJ-U06F7152V,Koa-Speer,RK73H2ATTDD7152F
