1.00%,Tolerance,,,,,,
Value,Description,MFG #1,P/N #1,MFG #2,P/N #2,MFG #3,P/N #3
1K58,"Res, 1K58 Ohm, 1K54, 62.5mW, R0402",Yageo,RC0402FR-071K58L,Panasonic,ERJ-U02F1581X,Koa-Speer,RK73H1ETTP1581F
1K62,"Res, 1K62 Ohm, 1K58, 62.5mW, R0402",Yageo,RC0402FR-071K62L,Panasonic,ERJ-U02F1621X,Koa-Speer,RK73H1ETTP1621F
1K65,"Res, 1K65 Ohm, 1K62, 62.5mW, R0402",Yageo,RC0402FR-071K65L,Panasonic,ERJ-U02F1651X,Koa-Speer,RK73H1ETTP1651F
1K69,"Res, 1K69 Ohm, 1K65, 62.5mW, R0402",Yageo,RC0402FR-071K69L,Panasonic,ERJ-U02F1691X,Koa-Speer,RK73H1ETTP1691F
1K74,"Res, 1K74 Ohm, 1K69, 62.5mW, R0402",Yageo,RC0402FR-071K74L,Panasonic,ERJ-U02F1741X,Koa-Speer,RK73H1ETTP1741F
1K78,"Res, 1K78 Ohm, 1K74, 62.5mW, R0402",Yageo,RC0402FR-071K78L,Panasonic,ERJ-U02F1781X,Koa-Speer,RK73H1ETTP1781F
1K82,"Res, 1K82 Ohm, 1K78, 62.5mW, R0402",Yageo,RC0402FR-071K82L,Panasonic,ERJ-U02F1821X,Koa-Speer,RK73H1ETTP1821F
1K87,"Res, 1K87 Ohm, 1K82, 62.5mW, R0402",Yageo,RC0402FR-071K87L,Panasonic,ERJ-U02F1871X,Koa-Speer,RK73H1ETTP1871F
1K91,"Res, 1K91 Ohm, 1K87, 62.5mW, R0402",Yageo,RC0402FR-071K91L,Panasonic,ERJ-U02F1911X,Koa-Speer,RK73H1ETTP1911F
1K96,"Res, 1K96 Ohm, 1K91, 62.5mW, R0402",Yageo,RC0402FR-071K96L,Panasonic,ERJ-U02F1961X,Koa-Speer,RK73H1ETTP1961F
2K,"Res, 2K Ohm, 1K96, 62.5mW, R0402",Yageo,RC0402FR-072KL,Panasonic,ERJ-U02F2001X,Koa-Speer,RK73H1ETTP2001F
2K05,"Res, 2K05 Ohm, 2K, 62.5mW, R0402",Yageo,RC0402FR-072K05L,Panasonic,ERJ-U02F2051X,Koa-Speer,RK73H1ETTP2051F
2K1,"Res, 2K1 Ohm, 2K05, 62.5mW, R0402",Yageo,RC0402FR-072K1L,Panasonic,ERJ-U02F2101X,Koa-Speer,RK73H1ETTP2101F
2K15,"Res, 2K15 Ohm, 2K1, 62.5mW, R0402",Yageo,RC0402FR-072K15L,Panasonic,ERJ-U02F2151X,Koa-Speer,RK73H1ETTP2151F
2K21,"Res, 2K21 Ohm, 2K15, 62.5mW, R0402",Yageo,RC0402FR-072K21L,Panasonic,ERJ-U02F2211X,Koa-Speer,RK73H1ETTP2211F
2K26,"Res, 2K26 Ohm, 2K21, 62.5mW, R0402",Yageo,RC0402FR-072K26L,Panasonic,ERJ-U02F2261X,Koa-Speer,RK73H1ETTP2261F
2K32,"Res, 2K32 Ohm, 2K26, 62.5mW, R0402",Yageo,RC0402FR-072K32L,Panasonic,ERJ-U02F2321X,Koa-Speer,RK73H1ETTP2321F
2K37,"Res, 2K37 Ohm, 2K32, 62.5mW, R0402",Yageo,RC0402FR-072K37L,Panasonic,ERJ-U02F2371X,Koa-Speer,RK73H1ETTP2371F
2K43,"Res, 2K43 Ohm, 2K37, 62.5mW, R0402",Yageo,RC0402FR-072K43L,Panasonic,ERJ-U02F2431X,Koa-Speer,RK73H1ETTP2431F
2K49,"Res, 2K49 Ohm, 2K43, 62.5mW, R0402",Yageo,RC0402FR-072K49L,Panasonic,ERJ-U02F2491X,Koa-Speer,RK73H1ETTP2491F
2K55,"Res, 2K55 Ohm, 2K49, 62.5mW, R0402",Yageo,RC0402FR-072K55L,Panasonic,ERJ-U02F2551X,Koa-Speer,RK73H1ETTP2551F
2K61,"Res, 2K61 Ohm, 2K55, 62.5mW, R0402",Yageo,RC0402FR-072K61L,Panasonic,ERJ-U02F2611X,Koa-Speer,RK73H1ETTP2611F
2K67,"Res, 2K67 Ohm, 2K61, 62.5mW, R0402",Yageo,RC0402FR-072K67L,Panasonic,ERJ-U02F2671X,Koa-Speer,RK73H1ETTP2671F
2K74,"Res, 2K74 Ohm, 2K67, 62.5mW, R0402",Yageo,RC0402FR-072K74L,Panasonic,ERJ-U02F2741X,Koa-Speer,RK73H1ETTP2741F
2K8,"Res, 2K8 Ohm, 2K74, 62.5mW, R0402",Yageo,RC0402FR-072K8L,Panasonic,ERJ-U02F2801X,Koa-Speer,RK73H1ETTP2801F
2K87,"Res, 2K87 Ohm, 2K8, 62.5mW, R0402",Yageo,RC0402FR-072K87L,Panasonic,ERJ-U02F2871X,Koa-Speer,RK73H1ETTP2871F
2K94,"Res, 2K94 Ohm, 2K87, 62.5mW, R0402",Yageo,RC0402FR-072K94L,Panasonic,ERJ-U02F2941X,Koa-Speer,RK73H1ETTP2941F
3K01,"Res, 3K01 Ohm, 2K94, 62.5mW, R0402",Yageo,RC0402FR-073K01L,Panasonic,ERJ-U02F3011X,Koa-Speer,RK73H1ETTP3011F
3K09,"Res, 3K09 Ohm, 3K01, 62.5mW, R0402",Yageo,RC0402FR-073K09L,Panasonic,ERJ-U02F3091X,Koa-Speer,RK73H1ETTP3091F
3K16,"Res, 3K16 Ohm, 3K09, 62.5mW, R0402",Yageo,RC0402FR-073K16L,Panasonic,ERJ-U02F3161X,Koa-Speer,RK73H1ETTP3161F
3K24,"Res, 3K24 Ohm, 3K16, 62.5mW, R0402",Yageo,RC0402FR-073K24L,Panasonic,ERJ-U02F3241X,Koa-Speer,RK73H1ETTP3241F
3K32,"Res, 3K32 Ohm, 3K24, 62.5mW, R0402",Yageo,RC0402FR-073K32L,Panasonic,ERJ-U02F3321X,Koa-Speer,RK73H1ETTP3321F
3K4,"Res, 3K4 Ohm, 3K32, 62.5mW, R0402",Yageo,RC0402FR-073K4L,Panasonic,ERJ-U02F3401X,Koa-Speer,RK73H1ETTP3401F
3K48,"Res, 3K48 Ohm, 3K4, 62.5mW, R0402",Yageo,RC0402FR-073K48L,Panasonic,ERJ-U02F3481X,Koa-Speer,RK73H1ETTP3481F
3K57,"Res, 3K57 Ohm, 3K48, 62.5mW, R0402",Yageo,RC0402FR-073K57L,Panasonic,ERJ-U02F3571X,Koa-Speer,RK73H1ETTP3571F
3K65,"Res, 3K65 Ohm, 3K57, 62.5mW, R0402",Yageo,RC0402FR-073K65L,Panasonic,ERJ-U02F3651X,Koa-Speer,RK73H1ETTP3651F
3K74,"Res, 3K74 Ohm, 3K65, 62.5mW, R0402",Yageo,RC0402FR-073K74L,Panasonic,ERJ-U02F3741X,Koa-Speer,RK73H1ETTP3741F
3K83,"Res, 3K83 Ohm, 3K74, 62.5mW, R0402",Yageo,RC0402FR-073K83L,Panasonic,ERJ-U02F3831X,Koa-Speer,RK73H1ETTP3831F
3K92,"Res, 3K92 Ohm, 3K83, 62.5mW, R0402",Yageo,RC0402FR-073K92L,Panasonic,ERJ-U02F3921X,Koa-Speer,RK73H1ETTP3921F
4K02,"Res, 4K02 Ohm, 3K92, 62.5mW, R0402",Yageo,RC0402FR-074K02L,Panasonic,ERJ-U02F4021X,Koa-Speer,RK73H1ETTP4021F
4K12,"Res, 4K12 Ohm, 4K02, 62.5mW, R0402",Yageo,RC0402FR-074K12L,Panasonic,ERJ-U02F4121X,Koa-Speer,RK73H1ETTP4121F
4K22,"Res, 4K22 Ohm, 4K12, 62.5mW, R0402",Yageo,RC0402FR-074K22L,Panasonic,ERJ-U02F4221X,Koa-Speer,RK73H1ETTP4221F
4K32,"Res, 4K32 Ohm, 4K22, 62.5mW, R0402",Yageo,RC0402FR-074K32L,Panasonic,ERJ-U02F4321X,Koa-Speer,RK73H1ETTP4321F
4K42,"Res, 4K42 Ohm, 4K32, 62.5mW, R0402",Yageo,RC0402FR-074K42L,Panasonic,ERJ-U02F4421X,Koa-Speer,RK73H1ETTP4421F
4K53,"Res, 4K53 Ohm, 4K42, 62.5mW, R0402",Yageo,RC0402FR-074K53L,Panasonic,ERJ-U02F4531X,Koa-Speer,RK73H1ETTP4531F
4K64,"Res, 4K64 Ohm, 4K53, 62.5mW, R0402",Yageo,RC0402FR-074K64L,Panasonic,ERJ-U02F4641X,Koa-Speer,RK73H1ETTP4641F
4K75,"Res, 4K75 Ohm, 4K64, 62.5mW, R0402",Yageo,RC0402FR-074K75L,Panasonic,ERJ-U02F4751X,Koa-Speer,RK73H1ETTP4751F
4K87,"Res, 4K87 Ohm, 4K75, 62.5mW, R0402",Yageo,RC0402FR-074K87L,Panasonic,ERJ-U02F4871X,Koa-Speer,RK73H1ETTP4871F
4K99,"Res, 4K99 Ohm, 4K87, 62.5mW, R0402",Yageo,RC0402FR-074K99L,Panasonic,ERJ-U02F4991X,Koa-Speer,RK73H1ETTP4991F
5K11,"Res, 5K11 Ohm, 4K99, 62.5mW, R0402",Yageo,RC0402FR-075K11L,Panasonic,ERJ-U02F5111X,Koa-Speer,RK73H1ETTP5111F
5K23,"Res, 5K23 Ohm, 5K11, 62.5mW, R0402",Yageo,RC0402FR-075K23L,Panasonic,ERJ-U02F5231X,Koa-Speer,RK73H1ETTP5231F
5K36,"Res, 5K36 Ohm, 5K23, 62.5mW, R0402",Yageo,RC0402FR-075K36L,Panasonic,ERJ-U02F5361X,Koa-Speer,RK73H1ETTP5361F
5K49,"Res, 5K49 Ohm, 5K36, 62.5mW, R0402",Yageo,RC0402FR-075K49L,Panasonic,ERJ-U02F5491X,Koa-Speer,RK73H1ETTP5491F
5K62,"Res, 5K62 Ohm, 5K49, 62.5mW, R0402",Yageo,RC0402FR-075K62L,Panasonic,ERJ-U02F5621X,Koa-Speer,RK73H1ETTP5621F
5K76,"Res, 5K76 Ohm, 5K62, 62.5mW, R0402",Yageo,RC0402FR-075K76L,Panasonic,ERJ-U02F5761X,Koa-Speer,RK73H1ETTP5761F
5K9,"Res, 5K9 Ohm, 5K76, 62.5mW, R0402",Yageo,RC0402FR-075K9L,Panasonic,ERJ-U02F5901X,Koa-Speer,RK73H1ETTP5901F
6K04,"Res, 6K04 Ohm, 5K9, 62.5mW, R0402",Yageo,RC0402FR-076K04L,Panasonic,ERJ-U02F6041X,Koa-Speer,RK73H1ETTP6041F
6K19,"Res, 6K19 Ohm, 6K04, 62.5mW, R0402",Yageo,RC0402FR-076K19L,Panasonic,ERJ-U02F6191X,Koa-Speer,RK73H1ETTP6191F
6K34,"Res, 6K34 Ohm, 6K19, 62.5mW, R0402",Yageo,RC0402FR-076K34L,Panasonic,ERJ-U02F6341X,Koa-Speer,RK73H1ETTP6341F
6K49,"Res, 6K49 Ohm, 6K34, 62.5mW, R0402",Yageo,RC0402FR-076K49L,Panasonic,ERJ-U02F6491X,Koa-Speer,RK73H1ETTP6491F
6K65,"Res, 6K65 Ohm, 6K49, 62.5mW, R0402",Yageo,RC0402FR-076K65L,Panasonic,ERJ-U02F6651X,Koa-Speer,RK73H1ETTP6651F
6K81,"Res, 6K81 Ohm, 6K65, 62.5mW, R0402",Yageo,RC0402FR-076K81L,Panasonic,ERJ-U02F6811X,Koa-Speer,RK73H1ETTP6811F
6K98,"Res, 6K98 Ohm, 6K81, 62.5mW, R0402",Yageo,RC0402FR-076K98L,Panasonic,ERJ-U02F6981X,Koa-Speer,RK73H1ETTP6981F
7K15,"Res, 7K15 Ohm, 6K98, 62.5mW, R0402",Yageo,RC0402FR-077K15L,Panasonic,ERJ-U02F7151X,Koa-Speer,RK73H1ETTP7151F
7K32,"Res, 7K32 Ohm, 7K15, 62.5mW, R0402",Yageo,RC0402FR-077K32L,Panasonic,ERJ-U02F7321X,Koa-Speer,RK73H1ETTP7321F
7K5,"Res, 7K5 Ohm, 7K32, 62.5mW, R0402",Yageo,RC0402FR-077K5L,Panasonic,ERJ-U02F7501X,Koa-Speer,RK73H1ETTP7501F
7K68,"Res, 7K68 Ohm, 7K5, 62.5mW, R0402",Yageo,RC0402FR-077K68L,Panasonic,ERJ-U02F7681X,Koa-Speer,RK73H1ETTP7681F
7K87,"Res, 7K87 Ohm, 7K68, 62.5mW, R0402",Yageo,RC0402FR-077K87L,Panasonic,ERJ-U02F7871X,Koa-Speer,RK73H1ETTP7871F
8K06,"Res, 8K06 Ohm, 7K87, 62.5mW, R0402",Yageo,RC0402FR-078K06L,Panasonic,ERJ-U02F8061X,Koa-Speer,RK73H1ETTP8061F
8K25,"Res, 8K25 Ohm, 8K06, 62.5mW, R0402",Yageo,RC0402FR-078K25L,Panasonic,ERJ-U02F8251X,Koa-Speer,RK73H1ETTP8251F
8K45,"Res, 8K45 Ohm, 8K25, 62.5mW, R0402",Yageo,RC0402FR-078K45L,Panasonic,ERJ-U02F8451X,Koa-Speer,RK73H1ETTP8451F
8K66,"Res, 8K66 Ohm, 8K45, 62.5mW, R0402",Yageo,RC0402FR-078K66L,Panasonic,ERJ-U02F8661X,Koa-Speer,RK73H1ETTP8661F
8K87,"Res, 8K87 Ohm, 8K66, 62.5mW, R0402",Yageo,RC0402FR-078K87L,Panasonic,ERJ-U02F8871X,Koa-Speer,RK73H1ETTP8871F
9K09,"Res, 9K09 Ohm, 8K87, 62.5mW, R0402",Yageo,RC0402FR-079K09L,Panasonic,ERJ-U02F9091X,Koa-Speer,RK73H1ETTP9091F
9K31,"Res, 9K31 Ohm, 9K09, 62.5mW, R0402",Yageo,RC0402FR-079K31L,Panasonic,ERJ-U02F9311X,Koa-Speer,RK73H1ETTP9311F
9K53,"Res, 9K53 Ohm, 9K31, 62.5mW, R0402",Yageo,RC0402FR-079K53L,Panasonic,ERJ-U02F9531X,Koa-Speer,RK73H1ETTP9531F
9K76,"Res, 9K76 Ohm, 9K53, 62.5mW, R0402",Yageo,RC0402FR-079K76L,Panasonic,ERJ-U02F9761X,Koa-Speer,RK73H1ETTP9761F
10K,"Res, 10K Ohm, 9K76, 62.5mW, R0402",Yageo,RC0402FR-0710KL,Panasonic,ERJ-U02F1002X,Koa-Speer,RK73H1ETTP1002F
10K2,"Res, 10K2 Ohm, 10K, 62.5mW, R0402",Yageo,RC0402FR-0710K2L,Panasonic,ERJ-U02F1022X,Koa-Speer,RK73H1ETTP1022F
10K5,"Res, 10K5 Ohm, 10K2, 62.5mW, R0402",Yageo,RC0402FR-0710K5L,Panasonic,ERJ-U02F1052X,Koa-Speer,RK73H1ETTP1052F
10K7,"Res, 10K7 Ohm, 10K5, 62.5mW, R0402",Yageo,RC0402FR-0710K7L,Panasonic,ERJ-U02F1072X,Koa-Speer,RK73H1ETTP1072F
11K,"Res, 11K Ohm, 10K7, 62.5mW, R0402",Yageo,RC0402FR-0711KL,Panasonic,ERJ-U02F1102X,Koa-Speer,RK73H1ETTP1102F
11K3,"Res, 11K3 Ohm, 11K, 62.5mW, R0402",Yageo,RC0402FR-0711K3L,Panasonic,ERJ-U02F1132X,Koa-Speer,RK73H1ETTP1132F
11K5,"Res, 11K5 Ohm, 11K3, 62.5mW, R0402",Yageo,RC0402FR-0711K5L,Panasonic,ERJ-U02F1152X,Koa-Speer,RK73H1ETTP1152F
11K8,"Res, 11K8 Ohm, 11K5, 62.5mW, R0402",Yageo,RC0402FR-0711K8L,Panasonic,ERJ-U02F1182X,Koa-Speer,RK73H1ETTP1182F
12K1,"Res, 12K1 Ohm, 11K8, 62.5mW, R0402",Yageo,RC0402FR-0712K1L,Panasonic,ERJ-U02F1212X,Koa-Speer,RK73H1ETTP1212F
12K4,"Res, 12K4 Ohm, 12K1, 62.5mW, R0402",Yageo,RC0402FR-0712K4L,Panasonic,ERJ-U02F1242X,Koa-Speer,RK73H1ETTP1242F
12K7,"Res, 12K7 Ohm, 12K4, 62.5mW, R0402",Yageo,RC0402FR-0712K7L,Panasonic,ERJ-U02F1272X,Koa-Speer,RK73H1ETTP1272F
13K,"Res, 13K Ohm, 12K7, 62.5mW, R0402",Yageo,RC0402FR-0713KL,Panasonic,ERJ-U02F1302X,Koa-Speer,RK73H1ETTP1302F
13K3,"Res, 13K3 Ohm, 13K, 62.5mW, R0402",Yageo,RC0402FR-0713K3L,Panasonic,ERJ-U02F1332X,Koa-Speer,RK73H1ETTP1332F
13K7,"Res, 13K7 Ohm, 13K3, 62.5mW, R0402",Yageo,RC0402FR-0713K7L,Panasonic,ERJ-U02F1372X,Koa-Speer,RK73H1ETTP1372F
14K,"Res, 14K Ohm, 13K7, 62.5mW, R0402",Yageo,RC0402FR-0714KL,Panasonic,ERJ-U02F1402X,Koa-Speer,RK73H1ETTP1402F
14K3,"Res, 14K3 Ohm, 14K, 62.5mW, R0402",Yageo,RC0402FR-0714K3L,Panasonic,ERJ-U02F1432X,Koa-Speer,RK73H1ETTP1432F
14K7,"Res, 14K7 Ohm, 14K3, 62.5mW, R0402",Yageo,RC0402FR-0714K7L,Panasonic,ERJ-U02F1472X,Koa-Speer,RK73H1ETTP1472F
15K,"Res, 15K Ohm, 14K7, 62.5mW, R0402",Yageo,RC0402FR-0715KL,Panasonic,ERJ-U02F1502X,Koa-Speer,RK73H1ETTP1502F
15K4,"Res, 15K4 Ohm, 15K, 62.5mW, R0402",Yageo,RC0402FR-0715K4L,Panasonic,ERJ-U02F1542X,Koa-Speer,RK73H1ETTP1542F
15K8,"Res, 15K8 Ohm, 15K4, 62.5mW, R0402",Yageo,RC0402FR-0715K8L,Panasonic,ERJ-U02F1582X,Koa-Speer,RK73H1ETTP1582F
16K2,"Res, 16K2 Ohm, 15K8, 62.5mW, R0402",Yageo,RC0402FR-0716K2L,Panasonic,ERJ-U02F1622X,Koa-Speer,RK73H1ETTP1622F
16K5,"Res, 16K5 Ohm, 16K2, 62.5mW, R0402",Yageo,RC0402FR-0716K5L,Panasonic,ERJ-U02F1652X,Koa-Speer,RK73H1ETTP1652F
16K9,"Res, 16K9 Ohm, 16K5, 62.5mW, R0402",Yageo,RC0402FR-0716K9L,Panasonic,ERJ-U02F1692X,Koa-Speer,RK73H1ETTP1692F
17K4,"Res, 17K4 Ohm, 16K9, 62.5mW, R0402",Yageo,RC0402FR-0717K4L,Panasonic,ERJ-U02F1742X,Koa-Speer,RK73H1ETTP1742F
17K8,"Res, 17K8 Ohm, 17K4, 62.5mW, R0402",Yageo,RC0402FR-0717K8L,Panasonic,ERJ-U02F1782X,Koa-Speer,RK73H1ETTP1782F
18K2,"Res, 18K2 Ohm, 17K8, 62.5mW, R0402",Yageo,RC0402FR-0718K2L,Panasonic,ERJ-U02F1822X,Koa-Speer,RK73H1ETTP1822F
18K7,"Res, 18K7 Ohm, 18K2, 62.5mW, R0402",Yageo,RC0402FR-0718K7L,Panasonic,ERJ-U02F1872X,Koa-Speer,RK73H1ETTP1872F
19K1,"Res, 19K1 Ohm, 18K7, 62.5mW, R0402",Yageo,RC0402FR-0719K1L,Panasonic,ERJ-U02F1912X,Koa-Speer,RK73H1ETTP1912F
19K6,"Res, 19K6 Ohm, 19K1, 62.5mW, R0402",Yageo,RC0402FR-0719K6L,Panasonic,ERJ-U02F1962X,Koa-Speer,RK73H1ETTP1962F
20K,"Res, 20K Ohm, 19K6, 62.5mW, R0402",Yageo,RC0402FR-0720KL,Panasonic,ERJ-U02F2002X,Koa-Speer,RK73H1ETTP2002F
20K5,"Res, 20K5 Ohm, 20K, 62.5mW, R0402",Yageo,RC0402FR-0720K5L,Panasonic,ERJ-U02F2052X,Koa-Speer,RK73H1ETTP2052F
21K,"Res, 21K Ohm, 20K5, 62.5mW, R0402",Yageo,RC0402FR-0721KL,Panasonic,ERJ-U02F2102X,Koa-Speer,RK73H1ETTP2102F
21K5,"Res, 21K5 Ohm, 21K, 62.5mW, R0402",Yageo,RC0402FR-0721K5L,Panasonic,ERJ-U02F2152X,Koa-Speer,RK73H1ETTP2152F
22K1,"Res, 22K1 Ohm, 21K5, 62.5mW, R0402",Yageo,RC0402FR-0722K1L,Panasonic,ERJ-U02F2212X,Koa-Speer,RK73H1ETTP2212F
22K6,"Res, 22K6 Ohm, 22K1, 62.5mW, R0402",Yageo,RC0402FR-0722K6L,Panasonic,ERJ-U02F2262X,Koa-Speer,RK73H1ETTP2262F
23K2,"Res, 23K2 Ohm, 22K6, 62.5mW, R0402",Yageo,RC0402FR-0723K2L,Panasonic,ERJ-U02F2322X,Koa-Speer,RK73H1ETTP2322F
23K7,"Res, 23K7 Ohm, 23K2, 62.5mW, R0402",Yageo,RC0402FR-0723K7L,Panasonic,ERJ-U02F2372X,Koa-Speer,RK73H1ETTP2372F
24K3,"Res, 24K3 Ohm, 23K7, 62.5mW, R0402",Yageo,RC0402FR-0724K3L,Panasonic,ERJ-U02F2432X,Koa-Speer,RK73H1ETTP2432F
24K9,"Res, 24K9 Ohm, 24K3, 62.5mW, R0402",Yageo,RC0402FR-0724K9L,Panasonic,ERJ-U02F2492X,Koa-Speer,RK73H1ETTP2492F
25K5,"Res, 25K5 Ohm, 24K9, 62.5mW, R0402",Yageo,RC0402FR-0725K5L,Panasonic,ERJ-U02F2552X,Koa-Speer,RK73H1ETTP2552F
26K1,"Res, 26K1 Ohm, 25K5, 62.5mW, R0402",Yageo,RC0402FR-0726K1L,Panasonic,ERJ-U02F2612X,Koa-Speer,RK73H1ETTP2612F
26K7,"Res, 26K7 Ohm, 26K1, 62.5mW, R0402",Yageo,RC0402FR-0726K7L,Panasonic,ERJ-U02F2672X,Koa-Speer,RK73H1ETTP2672F
27K4,"Res, 27K4 Ohm, 26K7, 62.5mW, R0402",Yageo,RC0402FR-0727K4L,Panasonic,ERJ-U02F2742X,Koa-Speer,RK73H1ETTP2742F
28K,"Res, 28K Ohm, 27K4, 62.5mW, R0402",Yageo,RC0402FR-0728KL,Panasonic,ERJ-U02F2802X,Koa-Speer,RK73H1ETTP2802F
28K7,"Res, 28K7 Ohm, 28K, 62.5mW, R0402",Yageo,RC0402FR-0728K7L,Panasonic,ERJ-U02F2872X,Koa-Speer,RK73H1ETTP2872F
29K4,"Res, 29K4 Ohm, 28K7, 62.5mW, R0402",Yageo,RC0402FR-0729K4L,Panasonic,ERJ-U02F2942X,Koa-Speer,RK73H1ETTP2942F
30K1,"Res, 30K1 Ohm, 29K4, 62.5mW, R0402",Yageo,RC0402FR-0730K1L,Panasonic,ERJ-U02F3012X,Koa-Speer,RK73H1ETTP3012F
30K9,"Res, 30K9 Ohm, 30K1, 62.5mW, R0402",Yageo,RC0402FR-0730K9L,Panasonic,ERJ-U02F3092X,Koa-Speer,RK73H1ETTP3092F
31K6,"Res, 31K6 Ohm, 30K9, 62.5mW, R0402",Yageo,RC0402FR-0731K6L,Panasonic,ERJ-U02F3162X,Koa-Speer,RK73H1ETTP3162F
32K4,"Res, 32K4 Ohm, 31K6, 62.5mW, R0402",Yageo,RC0402FR-0732K4L,Panasonic,ERJ-U02F3242X,Koa-Speer,RK73H1ETTP3242F
33K2,"Res, 33K2 Ohm, 32K4, 62.5mW, R0402",Yageo,RC0402FR-0733K2L,Panasonic,ERJ-U02F3322X,Koa-Speer,RK73H1ETTP3322F
34K,"Res, 34K Ohm, 33K2, 62.5mW, R0402",Yageo,RC0402FR-0734KL,Panasonic,ERJ-U02F3402X,Koa-Speer,RK73H1ETTP3402F
34K8,"Res, 34K8 Ohm, 34K, 62.5mW, R0402",Yageo,RC0402FR-0734K8L,Panasonic,ERJ-U02F3482X,Koa-Speer,RK73H1ETTP3482F
35K7,"Res, 35K7 Ohm, 34K8, 62.5mW, R0402",Yageo,RC0402FR-0735K7L,Panasonic,ERJ-U02F3572X,Koa-Speer,RK73H1ETTP3572F
36K5,"Res, 36K5 Ohm, 35K7, 62.5mW, R0402",Yageo,RC0402FR-0736K5L,Panasonic,ERJ-U02F3652X,Koa-Speer,RK73H1ETTP3652F
37K4,"Res, 37K4 Ohm, 36K5, 62.5mW, R0402",Yageo,RC0402FR-0737K4L,Panasonic,ERJ-U02F3742X,Koa-Speer,RK73H1ETTP3742F
38K3,"Res, 38K3 Ohm, 37K4, 62.5mW, R0402",Yageo,RC0402FR-0738K3L,Panasonic,ERJ-U02F3832X,Koa-Speer,RK73H1ETTP3832F
39K2,"Res, 39K2 Ohm, 38K3, 62.5mW, R0402",Yageo,RC0402FR-0739K2L,Panasonic,ERJ-U02F3922X,Koa-Speer,RK73H1ETTP3922F
40K2,"Res, 40K2 Ohm, 39K2, 62.5mW, R0402",Yageo,RC0402FR-0740K2L,Panasonic,ERJ-U02F4022X,Koa-Speer,RK73H1ETTP4022F
41K2,"Res, 41K2 Ohm, 40K2, 62.5mW, R0402",Yageo,RC0402FR-0741K2L,Panasonic,ERJ-U02F4122X,Koa-Speer,RK73H1ETTP4122F
42K2,"Res, 42K2 Ohm, 41K2, 62.5mW, R0402",Yageo,RC0402FR-0742K2L,Panasonic,ERJ-U02F4222X,Koa-Speer,RK73H1ETTP4222F
43K2,"Res, 43K2 Ohm, 42K2, 62.5mW, R0402",Yageo,RC0402FR-0743K2L,Panasonic,ERJ-U02F4322X,Koa-Speer,RK73H1ETTP4322F
44K2,"Res, 44K2 Ohm, 43K2, 62.5mW, R0402",Yageo,RC0402FR-0744K2L,Panasonic,ERJ-U02F4422X,Koa-Speer,RK73H1ETTP4422F
45K3,"Res, 45K3 Ohm, 44K2, 62.5mW, R0402",Yageo,RC0402FR-0745K3L,Panasonic,ERJ-U02F4532X,Koa-Speer,RK73H1ETTP4532F
46K4,"Res, 46K4 Ohm, 45K3, 62.5mW, R0402",Yageo,RC0402FR-0746K4L,Panasonic,ERJ-U02F4642X,Koa-Speer,RK73H1ETTP4642F
47K5,"Res, 47K5 Ohm, 46K4, 62.5mW, R0402",Yageo,RC0402FR-0747K5L,Panasonic,ERJ-U02F4752X,Koa-Speer,RK73H1ETTP4752F
48K7,"Res, 48K7 Ohm, 47K5, 62.5mW, R0402",Yageo,RC0402FR-0748K7L,Panasonic,ERJ-U02F4872X,Koa-Speer,RK73H1ETTP4872F
49K9,"Res, 49K9 Ohm, 48K7, 62.5mW, R0402",Yageo,RC0402FR-0749K9L,Panasonic,ERJ-U02F4992X,Koa-Speer,RK73H1ETTP4992F
51K1,"Res, 51K1 Ohm, 49K9, 62.5mW, R0402",Yageo,RC0402FR-0751K1L,Panasonic,ERJ-U02F5112X,Koa-Speer,RK73H1ETTP5112F
52K3,"Res, 52K3 Ohm, 51K1, 62.5mW, R0402",Yageo,RC0402FR-0752K3L,Panasonic,ERJ-U02F5232X,Koa-Speer,RK73H1ETTP5232F
53K6,"Res, 53K6 Ohm, 52K3, 62.5mW, R0402",Yageo,RC0402FR-0753K6L,Panasonic,ERJ-U02F5362X,Koa-Speer,RK73H1ETTP5362F
54K9,"Res, 54K9 Ohm, 53K6, 62.5mW, R0402",Yageo,RC0402FR-0754K9L,Panasonic,ERJ-U02F5492X,Koa-Speer,RK73H1ETTP5492F
56K2,"Res, 56K2 Ohm, 54K9, 62.5mW, R0402",Yageo,RC0402FR-0756K2L,Panasonic,ERJ-U02F5622X,Koa-Speer,RK73H1ETTP5622F
57K6,"Res, 57K6 Ohm, 56K2, 62.5mW, R0402",Yageo,RC0402FR-0757K6L,Panasonic,ERJ-U02F5762X,Koa-Speer,RK73H1ETTP5762F
59K,"Res, 59K Ohm, 57K6, 62.5mW, R0402",Yageo,RC0402FR-0759KL,Panasonic,ERJ-U02F5902X,Koa-Speer,RK73H1ETTP5902F
60K4,"Res, 60K4 Ohm, 59K, 62.5mW, R0402",Yageo,RC0402FR-0760K4L,Panasonic,ERJ-U02F6042X,Koa-Speer,RK73H1ETTP6042F
61K9,"Res, 61K9 Ohm, 60K4, 62.5mW, R0402",Yageo,RC0402FR-0761K9L,Panasonic,ERJ-U02F6192X,Koa-Speer,RK73H1ETTP6192F
