1.00%,Tolerance,,,,,,
Value,Description,MFG #1,P/N #1,MFG #2,P/N #2,MFG #3,P/N #3
38R3,"Res, 38R3 Ohm, 37R4, 50mW, R0201",Yageo,RC0100FR-0738R3L,Panasonic,ERJ-1GMF38R3C,Koa-Speer,RK73H1HTTC38R3F
39R2,"Res, 39R2 Ohm, 38R3, 50mW, R0201",Yageo,RC0100FR-0739R2L,Panasonic,ERJ-1GMF39R2C,Koa-Speer,RK73H1HTTC39R2F
40R2,"Res, 40R2 Ohm, 39R2, 50mW, R0201",Yageo,RC0100FR-0740R2L,Panasonic,ERJ-1GMF40R2C,Koa-Speer,RK73H1HTTC40R2F
41R2,"Res, 41R2 Ohm, 40R2, 50mW, R0201",Yageo,RC0100FR-0741R2L,Panasonic,ERJ-1GMF41R2C,Koa-Speer,RK73H1HTTC41R2F
42R2,"Res, 42R2 Ohm, 41R2, 50mW, R0201",Yageo,RC0100FR-0742R2L,Panasonic,ERJ-1GMF42R2C,Koa-Speer,RK73H1HTTC42R2F
43R2,"Res, 43R2 Ohm, 42R2, 50mW, R0201",Yageo,RC0100FR-0743R2L,Panasonic,ERJ-1GMF43R2C,Koa-Speer,RK73H1HTTC43R2F
44R2,"Res, 44R2 Ohm, 43R2, 50mW, R0201",Yageo,RC0100FR-0744R2L,Panasonic,ERJ-1GMF44R2C,Koa-Speer,RK73H1HTTC44R2F
45R3,"Res, 45R3 Ohm, 44R2, 50mW, R0201",Yageo,RC0100FR-0745R3L,Panasonic,ERJ-1GMF45R3C,Koa-Speer,RK73H1HTTC45R3F
46R4,"Res, 46R4 Ohm, 45R3, 50mW, R0201",Yageo,RC0100FR-0746R4L,Panasonic,ERJ-1GMF46R4C,Koa-Speer,RK73H1HTTC46R4F
47R5,"Res, 47R5 Ohm, 46R4, 50mW, R0201",Yageo,RC0100FR-0747R5L,Panasonic,ERJ-1GMF47R5C,Koa-Speer,RK73H1HTTC47R5F
48R7,"Res, 48R7 Ohm, 47R5, 50mW, R0201",Yageo,RC0100FR-0748R7L,Panasonic,ERJ-1GMF48R7C,Koa-Speer,RK73H1HTTC48R7F
49R9,"Res, 49R9 Ohm, 48R7, 50mW, R0201",Yageo,RC0100FR-0749R9L,Panasonic,ERJ-1GMF49R9C,Koa-Speer,RK73H1HTTC49R9F
51R1,"Res, 51R1 Ohm, 49R9, 50mW, R0201",Yageo,RC0100FR-0751R1L,Panasonic,ERJ-1GMF51R1C,Koa-Speer,RK73H1HTTC51R1F
52R3,"Res, 52R3 Ohm, 51R1, 50mW, R0201",Yageo,RC0100FR-0752R3L,Panasonic,ERJ-1GMF52R3C,Koa-Speer,RK73H1HTTC52R3F
53R6,"Res, 53R6 Ohm, 52R3, 50mW, R0201",Yageo,RC0100FR-0753R6L,Panasonic,ERJ-1GMF53R6C,Koa-Speer,RK73H1HTTC53R6F
54R9,"Res, 54R9 Ohm, 53R6, 50mW, R0201",Yageo,RC0100FR-0754R9L,Panasonic,ERJ-1GMF54R9C,Koa-Speer,RK73H1HTTC54R9F
56R2,"Res, 56R2 Ohm, 54R9, 50mW, R0201",Yageo,RC0100FR-0756R2L,Panasonic,ERJ-1GMF56R2C,Koa-Speer,RK73H1HTTC56R2F
57R6,"Res, 57R6 Ohm, 56R2, 50mW, R0201",Yageo,RC0100FR-0757R6L,Panasonic,ERJ-1GMF57R6C,Koa-Speer,RK73H1HTTC57R6F
59R,"Res, 59R Ohm, 57R6, 50mW, R0201",Yageo,RC0100FR-0759RL,Panasonic,ERJ-1GMF59R0C,Koa-Speer,RK73H1HTTC59R0F
60R4,"Res, 60R4 Ohm, 59R, 50mW, R0201",Yageo,RC0100FR-0760R4L,Panasonic,ERJ-1GMF60R4C,Koa-Speer,RK73H1HTTC60R4F
61R9,"Res, 61R9 Ohm, 60R4, 50mW, R0201",Yageo,RC0100FR-0761R9L,Panasonic,ERJ-1GMF61R9C,Koa-Speer,RK73H1HTTC61R9F
63R4,"Res, 63R4 Ohm, 61R9, 50mW, R0201",Yageo,RC0100FR-0763R4L,Panasonic,ERJ-1GMF63R4C,Koa-Speer,RK73H1HTTC63R4F
64R9,"Res, 64R9 Ohm, 63R4, 50mW, R0201",Yageo,RC0100FR-0764R9L,Panasonic,ERJ-1GMF64R9C,Koa-Speer,RK73H1HTTC64R9F
66R5,"Res, 66R5 Ohm, 64R9, 50mW, R0201",Yageo,RC0100FR-0766R5L,Panasonic,ERJ-1GMF66R5C,Koa-Speer,RK73H1HTTC66R5F
68R1,"Res, 68R1 Ohm, 66R5, 50mW, R0201",Yageo,RC0100FR-0768R1L,Panasonic,ERJ-1GMF68R1C,Koa-Speer,RK73H1HTTC68R1F
69R8,"Res, 69R8 Ohm, 68R1, 50mW, R0201",Yageo,RC0100FR-0769R8L,Panasonic,ERJ-1GMF69R8C,Koa-Speer,RK73H1HTTC69R8F
71R5,"Res, 71R5 Ohm, 69R8, 50mW, R0201",Yageo,RC0100FR-0771R5L,Panasonic,ERJ-1GMF71R5C,Koa-Speer,RK73H1HTTC71R5F
73R2,"Res, 73R2 Ohm, 71R5, 50mW, R0201",Yageo,RC0100FR-0773R2L,Panasonic,ERJ-1GMF73R2C,Koa-Speer,RK73H1HTTC73R2F
75R,"Res, 75R Ohm, 73R2, 50mW, R0201",Yageo,RC0100FR-0775RL,Panasonic,ERJ-1GMF75R0C,Koa-Speer,RK73H1HTTC75R0F
76R8,"Res, 76R8 Ohm, 75R, 50mW, R0201",Yageo,RC0100FR-0776R8L,Panasonic,ERJ-1GMF76R8C,Koa-Speer,RK73H1HTTC76R8F
78R7,"Res, 78R7 Ohm, 76R8, 50mW, R0201",Yageo,RC0100FR-0778R7L,Panasonic,ERJ-1GMF78R7C,Koa-Speer,RK73H1HTTC78R7F
80R6,"Res, 80R6 Ohm, 78R7, 50mW, R0201",Yageo,RC0100FR-0780R6L,Panasonic,ERJ-1GMF80R6C,Koa-Speer,RK73H1HTTC80R6F
82R5,"Res, 82R5 Ohm, 80R6, 50mW, R0201",Yageo,RC0100FR-0782R5L,Panasonic,ERJ-1GMF82R5C,Koa-Speer,RK73H1HTTC82R5F
84R5,"Res, 84R5 Ohm, 82R5, 50mW, R0201",Yageo,RC0100FR-0784R5L,Panasonic,ERJ-1GMF84R5C,Koa-Speer,RK73H1HTTC84R5F
86R6,"Res, 86R6 Ohm, 84R5, 50mW, R0201",Yageo,RC0100FR-0786R6L,Panasonic,ERJ-1GMF86R6C,Koa-Speer,RK73H1HTTC86R6F
88R7,"Res, 88R7 Ohm, 86R6, 50mW, R0201",Yageo,RC0100FR-0788R7L,Panasonic,ERJ-1GMF88R7C,Koa-Speer,RK73H1HTTC88R7F
90R9,"Res, 90R9 Ohm, 88R7, 50mW, R0201",Yageo,RC0100FR-0790R9L,Panasonic,ERJ-1GMF90R9C,Koa-Speer,RK73H1HTTC90R9F
93R1,"Res, 93R1 Ohm, 90R9, 50mW, R0201",Yageo,RC0100FR-0793R1L,Panasonic,ERJ-1GMF93R1C,Koa-Speer,RK73H1HTTC93R1F
95R3,"Res, 95R3 Ohm, 93R1, 50mW, R0201",Yageo,RC0100FR-0795R3L,Panasonic,ERJ-1GMF95R3C,Koa-Speer,RK73H1HTTC95R3F
97R6,"Res, 97R6 Ohm, 95R3, 50mW, R0201",Yageo,RC0100FR-0797R6L,Panasonic,ERJ-1GMF97R6C,Koa-Speer,RK73H1HTTC97R6F
100R,"Res, 100R Ohm, 97R6, 50mW, R0201",Yageo,RC0100FR-07100RL,Panasonic,ERJ-1GMF1000C,Koa-Speer,RK73H1HTTC1000F
102R,"Res, 102R Ohm, 100R, 50mW, R0201",Yageo,RC0100FR-07102RL,Panasonic,ERJ-1GMF1020C,Koa-Speer,RK73H1HTTC1020F
105R,"Res, 105R Ohm, 102R, 50mW, R0201",Yageo,RC0100FR-07105RL,Panasonic,ERJ-1GMF1050C,Koa-Speer,RK73H1HTTC1050F
107R,"Res, 107R Ohm, 105R, 50mW, R0201",Yageo,RC0100FR-07107RL,Panasonic,ERJ-1GMF1070C,Koa-Speer,RK73H1HTTC1070F
110R,"Res, 110R Ohm, 107R, 50mW, R0201",Yageo,RC0100FR-07110RL,Panasonic,ERJ-1GMF1100C,Koa-Speer,RK73H1HTTC1100F
113R,"Res, 113R Ohm, 110R, 50mW, R0201",Yageo,RC0100FR-07113RL,Panasonic,ERJ-1GMF1130C,Koa-Speer,RK73H1HTTC1130F
115R,"Res, 115R Ohm, 113R, 50mW, R0201",Yageo,RC0100FR-07115RL,Panasonic,ERJ-1GMF1150C,Koa-Speer,RK73H1HTTC1150F
118R,"Res, 118R Ohm, 115R, 50mW, R0201",Yageo,RC0100FR-07118RL,Panasonic,ERJ-1GMF1180C,Koa-Speer,RK73H1HTTC1180F
121R,"Res, 121R Ohm, 118R, 50mW, R0201",Yageo,RC0100FR-07121RL,Panasonic,ERJ-1GMF1210C,Koa-Speer,RK73H1HTTC1210F
124R,"Res, 124R Ohm, 121R, 50mW, R0201",Yageo,RC0100FR-07124RL,Panasonic,ERJ-1GMF1240C,Koa-Speer,RK73H1HTTC1240F
127R,"Res, 127R Ohm, 124R, 50mW, R0201",Yageo,RC0100FR-07127RL,Panasonic,ERJ-1GMF1270C,Koa-Speer,RK73H1HTTC1270F
130R,"Res, 130R Ohm, 127R, 50mW, R0201",Yageo,RC0100FR-07130RL,Panasonic,ERJ-1GMF1300C,Koa-Speer,RK73H1HTTC1300F
133R,"Res, 133R Ohm, 130R, 50mW, R0201",Yageo,RC0100FR-07133RL,Panasonic,ERJ-1GMF1330C,Koa-Speer,RK73H1HTTC1330F
137R,"Res, 137R Ohm, 133R, 50mW, R0201",Yageo,RC0100FR-07137RL,Panasonic,ERJ-1GMF1370C,Koa-Speer,RK73H1HTTC1370F
140R,"Res, 140R Ohm, 137R, 50mW, R0201",Yageo,RC0100FR-07140RL,Panasonic,ERJ-1GMF1400C,Koa-Speer,RK73H1HTTC1400F
143R,"Res, 143R Ohm, 140R, 50mW, R0201",Yageo,RC0100FR-07143RL,Panasonic,ERJ-1GMF1430C,Koa-Speer,RK73H1HTTC1430F
147R,"Res, 147R Ohm, 143R, 50mW, R0201",Yageo,RC0100FR-07147RL,Panasonic,ERJ-1GMF1470C,Koa-Speer,RK73H1HTTC1470F
150R,"Res, 150R Ohm, 147R, 50mW, R0201",Yageo,RC0100FR-07150RL,Panasonic,ERJ-1GMF1500C,Koa-Speer,RK73H1HTTC1500F
154R,"Res, 154R Ohm, 150R, 50mW, R0201",Yageo,RC0100FR-07154RL,Panasonic,ERJ-1GMF1540C,Koa-Speer,RK73H1HTTC1540F
158R,"Res, 158R Ohm, 154R, 50mW, R0201",Yageo,RC0100FR-07158RL,Panasonic,ERJ-1GMF1580C,Koa-Speer,RK73H1HTTC1580F
162R,"Res, 162R Ohm, 158R, 50mW, R0201",Yageo,RC0100FR-07162RL,Panasonic,ERJ-1GMF1620C,Koa-Speer,RK73H1HTTC1620F
165R,"Res, 165R Ohm, 162R, 50mW, R0201",Yageo,RC0100FR-07165RL,Panasonic,ERJ-1GMF1650C,Koa-Speer,RK73H1HTTC1650F
169R,"Res, 169R Ohm, 165R, 50mW, R0201",Yageo,RC0100FR-07169RL,Panasonic,ERJ-1GMF1690C,Koa-Speer,RK73H1HTTC1690F
174R,"Res, 174R Ohm, 169R, 50mW, R0201",Yageo,RC0100FR-07174RL,Panasonic,ERJ-1GMF1740C,Koa-Speer,RK73H1HTTC1740F
178R,"Res, 178R Ohm, 174R, 50mW, R0201",Yageo,RC0100FR-07178RL,Panasonic,ERJ-1GMF1780C,Koa-Speer,RK73H1HTTC1780F
182R,"Res, 182R Ohm, 178R, 50mW, R0201",Yageo,RC0100FR-07182RL,Panasonic,ERJ-1GMF1820C,Koa-Speer,RK73H1HTTC1820F
187R,"Res, 187R Ohm, 182R, 50mW, R0201",Yageo,RC0100FR-07187RL,Panasonic,ERJ-1GMF1870C,Koa-Speer,RK73H1HTTC1870F
191R,"Res, 191R Ohm, 187R, 50mW, R0201",Yageo,RC0100FR-07191RL,Panasonic,ERJ-1GMF1910C,Koa-Speer,RK73H1HTTC1910F
196R,"Res, 196R Ohm, 191R, 50mW, R0201",Yageo,RC0100FR-07196RL,Panasonic,ERJ-1GMF1960C,Koa-Speer,RK73H1HTTC1960F
200R,"Res, 200R Ohm, 196R, 50mW, R0201",Yageo,RC0100FR-07200RL,Panasonic,ERJ-1GMF2000C,Koa-Speer,RK73H1HTTC2000F
205R,"Res, 205R Ohm, 200R, 50mW, R0201",Yageo,RC0100FR-07205RL,Panasonic,ERJ-1GMF2050C,Koa-Speer,RK73H1HTTC2050F
210R,"Res, 210R Ohm, 205R, 50mW, R0201",Yageo,RC0100FR-07210RL,Panasonic,ERJ-1GMF2100C,Koa-Speer,RK73H1HTTC2100F
215R,"Res, 215R Ohm, 210R, 50mW, R0201",Yageo,RC0100FR-07215RL,Panasonic,ERJ-1GMF2150C,Koa-Speer,RK73H1HTTC2150F
221R,"Res, 221R Ohm, 215R, 50mW, R0201",Yageo,RC0100FR-07221RL,Panasonic,ERJ-1GMF2210C,Koa-Speer,RK73H1HTTC2210F
226R,"Res, 226R Ohm, 221R, 50mW, R0201",Yageo,RC0100FR-07226RL,Panasonic,ERJ-1GMF2260C,Koa-Speer,RK73H1HTTC2260F
232R,"Res, 232R Ohm, 226R, 50mW, R0201",Yageo,RC0100FR-07232RL,Panasonic,ERJ-1GMF2320C,Koa-Speer,RK73H1HTTC2320F
237R,"Res, 237R Ohm, 232R, 50mW, R0201",Yageo,RC0100FR-07237RL,Panasonic,ERJ-1GMF2370C,Koa-Speer,RK73H1HTTC2370F
243R,"Res, 243R Ohm, 237R, 50mW, R0201",Yageo,RC0100FR-07243RL,Panasonic,ERJ-1GMF2430C,Koa-Speer,RK73H1HTTC2430F
249R,"Res, 249R Ohm, 243R, 50mW, R0201",Yageo,RC0100FR-07249RL,Panasonic,ERJ-1GMF2490C,Koa-Speer,RK73H1HTTC2490F
255R,"Res, 255R Ohm, 249R, 50mW, R0201",Yageo,RC0100FR-07255RL,Panasonic,ERJ-1GMF2550C,Koa-Speer,RK73H1HTTC2550F
261R,"Res, 261R Ohm, 255R, 50mW, R0201",Yageo,RC0100FR-07261RL,Panasonic,ERJ-1GMF2610C,Koa-Speer,RK73H1HTTC2610F
267R,"Res, 267R Ohm, 261R, 50mW, R0201",Yageo,RC0100FR-07267RL,Panasonic,ERJ-1GMF2670C,Koa-Speer,RK73H1HTTC2670F
274R,"Res, 274R Ohm, 267R, 50mW, R0201",Yageo,RC0100FR-07274RL,Panasonic,ERJ-1GMF2740C,Koa-Speer,RK73H1HTTC2740F
280R,"Res, 280R Ohm, 274R, 50mW, R0201",Yageo,RC0100FR-07280RL,Panasonic,ERJ-1GMF2800C,Koa-Speer,RK73H1HTTC2800F
287R,"Res, 287R Ohm, 280R, 50mW, R0201",Yageo,RC0100FR-07287RL,Panasonic,ERJ-1GMF2870C,Koa-Speer,RK73H1HTTC2870F
294R,"Res, 294R Ohm, 287R, 50mW, R0201",Yageo,RC0100FR-07294RL,Panasonic,ERJ-1GMF2940C,Koa-Speer,RK73H1HTTC2940F
301R,"Res, 301R Ohm, 294R, 50mW, R0201",Yageo,RC0100FR-07301RL,Panasonic,ERJ-1GMF3010C,Koa-Speer,RK73H1HTTC3010F
309R,"Res, 309R Ohm, 301R, 50mW, R0201",Yageo,RC0100FR-07309RL,Panasonic,ERJ-1GMF3090C,Koa-Speer,RK73H1HTTC3090F
316R,"Res, 316R Ohm, 309R, 50mW, R0201",Yageo,RC0100FR-07316RL,Panasonic,ERJ-1GMF3160C,Koa-Speer,RK73H1HTTC3160F
324R,"Res, 324R Ohm, 316R, 50mW, R0201",Yageo,RC0100FR-07324RL,Panasonic,ERJ-1GMF3240C,Koa-Speer,RK73H1HTTC3240F
332R,"Res, 332R Ohm, 324R, 50mW, R0201",Yageo,RC0100FR-07332RL,Panasonic,ERJ-1GMF3320C,Koa-Speer,RK73H1HTTC3320F
340R,"Res, 340R Ohm, 332R, 50mW, R0201",Yageo,RC0100FR-07340RL,Panasonic,ERJ-1GMF3400C,Koa-Speer,RK73H1HTTC3400F
348R,"Res, 348R Ohm, 340R, 50mW, R0201",Yageo,RC0100FR-07348RL,Panasonic,ERJ-1GMF3480C,Koa-Speer,RK73H1HTTC3480F
357R,"Res, 357R Ohm, 348R, 50mW, R0201",Yageo,RC0100FR-07357RL,Panasonic,ERJ-1GMF3570C,Koa-Speer,RK73H1HTTC3570F
365R,"Res, 365R Ohm, 357R, 50mW, R0201",Yageo,RC0100FR-07365RL,Panasonic,ERJ-1GMF3650C,Koa-Speer,RK73H1HTTC3650F
374R,"Res, 374R Ohm, 365R, 50mW, R0201",Yageo,RC0100FR-07374RL,Panasonic,ERJ-1GMF3740C,Koa-Speer,RK73H1HTTC3740F
383R,"Res, 383R Ohm, 374R, 50mW, R0201",Yageo,RC0100FR-07383RL,Panasonic,ERJ-1GMF3830C,Koa-Speer,RK73H1HTTC3830F
392R,"Res, 392R Ohm, 383R, 50mW, R0201",Yageo,RC0100FR-07392RL,Panasonic,ERJ-1GMF3920C,Koa-Speer,RK73H1HTTC3920F
402R,"Res, 402R Ohm, 392R, 50mW, R0201",Yageo,RC0100FR-07402RL,Panasonic,ERJ-1GMF4020C,Koa-Speer,RK73H1HTTC4020F
412R,"Res, 412R Ohm, 402R, 50mW, R0201",Yageo,RC0100FR-07412RL,Panasonic,ERJ-1GMF4120C,Koa-Speer,RK73H1HTTC4120F
422R,"Res, 422R Ohm, 412R, 50mW, R0201",Yageo,RC0100FR-07422RL,Panasonic,ERJ-1GMF4220C,Koa-Speer,RK73H1HTTC4220F
432R,"Res, 432R Ohm, 422R, 50mW, R0201",Yageo,RC0100FR-07432RL,Panasonic,ERJ-1GMF4320C,Koa-Speer,RK73H1HTTC4320F
442R,"Res, 442R Ohm, 432R, 50mW, R0201",Yageo,RC0100FR-07442RL,Panasonic,ERJ-1GMF4420C,Koa-Speer,RK73H1HTTC4420F
453R,"Res, 453R Ohm, 442R, 50mW, R0201",Yageo,RC0100FR-07453RL,Panasonic,ERJ-1GMF4530C,Koa-Speer,RK73H1HTTC4530F
464R,"Res, 464R Ohm, 453R, 50mW, R0201",Yageo,RC0100FR-07464RL,Panasonic,ERJ-1GMF4640C,Koa-Speer,RK73H1HTTC4640F
475R,"Res, 475R Ohm, 464R, 50mW, R0201",Yageo,RC0100FR-07475RL,Panasonic,ERJ-1GMF4750C,Koa-Speer,RK73H1HTTC4750F
487R,"Res, 487R Ohm, 475R, 50mW, R0201",Yageo,RC0100FR-07487RL,Panasonic,ERJ-1GMF4870C,Koa-Speer,RK73H1HTTC4870F
499R,"Res, 499R Ohm, 487R, 50mW, R0201",Yageo,RC0100FR-07499RL,Panasonic,ERJ-1GMF4990C,Koa-Speer,RK73H1HTTC4990F
511R,"Res, 511R Ohm, 499R, 50mW, R0201",Yageo,RC0100FR-07511RL,Panasonic,ERJ-1GMF5110C,Koa-Speer,RK73H1HTTC5110F
523R,"Res, 523R Ohm, 511R, 50mW, R0201",Yageo,RC0100FR-07523RL,Panasonic,ERJ-1GMF5230C,Koa-Speer,RK73H1HTTC5230F
536R,"Res, 536R Ohm, 523R, 50mW, R0201",Yageo,RC0100FR-07536RL,Panasonic,ERJ-1GMF5360C,Koa-Speer,RK73H1HTTC5360F
549R,"Res, 549R Ohm, 536R, 50mW, R0201",Yageo,RC0100FR-07549RL,Panasonic,ERJ-1GMF5490C,Koa-Speer,RK73H1HTTC5490F
562R,"Res, 562R Ohm, 549R, 50mW, R0201",Yageo,RC0100FR-07562RL,Panasonic,ERJ-1GMF5620C,Koa-Speer,RK73H1HTTC5620F
576R,"Res, 576R Ohm, 562R, 50mW, R0201",Yageo,RC0100FR-07576RL,Panasonic,ERJ-1GMF5760C,Koa-Speer,RK73H1HTTC5760F
590R,"Res, 590R Ohm, 576R, 50mW, R0201",Yageo,RC0100FR-07590RL,Panasonic,ERJ-1GMF5900C,Koa-Speer,RK73H1HTTC5900F
604R,"Res, 604R Ohm, 590R, 50mW, R0201",Yageo,RC0100FR-07604RL,Panasonic,ERJ-1GMF6040C,Koa-Speer,RK73H1HTTC6040F
619R,"Res, 619R Ohm, 604R, 50mW, R0201",Yageo,RC0100FR-07619RL,Panasonic,ERJ-1GMF6190C,Koa-Speer,RK73H1HTTC6190F
634R,"Res, 634R Ohm, 619R, 50mW, R0201",Yageo,RC0100FR-07634RL,Panasonic,ERJ-1GMF6340C,Koa-Speer,RK73H1HTTC6340F
649R,"Res, 649R Ohm, 634R, 50mW, R0201",Yageo,RC0100FR-07649RL,Panasonic,ERJ-1GMF6490C,Koa-Speer,RK73H1HTTC6490F
665R,"Res, 665R Ohm, 649R, 50mW, R0201",Yageo,RC0100FR-07665RL,Panasonic,ERJ-1GMF6650C,Koa-Speer,RK73H1HTTC6650F
681R,"Res, 681R Ohm, 665R, 50mW, R0201",Yageo,RC0100FR-07681RL,Panasonic,ERJ-1GMF6810C,Koa-Speer,RK73H1HTTC6810F
698R,"Res, 698R Ohm, 681R, 50mW, R0201",Yageo,RC0100FR-07698RL,Panasonic,ERJ-1GMF6980C,Koa-Speer,RK73H1HTTC6980F
715R,"Res, 715R Ohm, 698R, 50mW, R0201",Yageo,RC0100FR-07715RL,Panasonic,ERJ-1GMF7150C,Koa-Speer,RK73H1HTTC7150F
732R,"Res, 732R Ohm, 715R, 50mW, R0201",Yageo,RC0100FR-07732RL,Panasonic,ERJ-1GMF7320C,Koa-Speer,RK73H1HTTC7320F
750R,"Res, 750R Ohm, 732R, 50mW, R0201",Yageo,RC0100FR-07750RL,Panasonic,ERJ-1GMF7500C,Koa-Speer,RK73H1HTTC7500F
768R,"Res, 768R Ohm, 750R, 50mW, R0201",Yageo,RC0100FR-07768RL,Panasonic,ERJ-1GMF7680C,Koa-Speer,RK73H1HTTC7680F
787R,"Res, 787R Ohm, 768R, 50mW, R0201",Yageo,RC0100FR-07787RL,Panasonic,ERJ-1GMF7870C,Koa-Speer,RK73H1HTTC7870F
806R,"Res, 806R Ohm, 787R, 50mW, R0201",Yageo,RC0100FR-07806RL,Panasonic,ERJ-1GMF8060C,Koa-Speer,RK73H1HTTC8060F
825R,"Res, 825R Ohm, 806R, 50mW, R0201",Yageo,RC0100FR-07825RL,Panasonic,ERJ-1GMF8250C,Koa-Speer,RK73H1HTTC8250F
845R,"Res, 845R Ohm, 825R, 50mW, R0201",Yageo,RC0100FR-07845RL,Panasonic,ERJ-1GMF8450C,Koa-Speer,RK73H1HTTC8450F
866R,"Res, 866R Ohm, 845R, 50mW, R0201",Yageo,RC0100FR-07866RL,Panasonic,ERJ-1GMF8660C,Koa-Speer,RK73H1HTTC8660F
887R,"Res, 887R Ohm, 866R, 50mW, R0201",Yageo,RC0100FR-07887RL,Panasonic,ERJ-1GMF8870C,Koa-Speer,RK73H1HTTC8870F
909R,"Res, 909R Ohm, 887R, 50mW, R0201",Yageo,RC0100FR-07909RL,Panasonic,ERJ-1GMF9090C,Koa-Speer,RK73H1HTTC9090F
931R,"Res, 931R Ohm, 909R, 50mW, R0201",Yageo,RC0100FR-07931RL,Panasonic,ERJ-1GMF9310C,Koa-Speer,RK73H1HTTC9310F
953R,"Res, 953R Ohm, 931R, 50mW, R0201",Yageo,RC0100FR-07953RL,Panasonic,ERJ-1GMF9530C,Koa-Speer,RK73H1HTTC9530F
976R,"Res, 976R Ohm, 953R, 50mW, R0201",Yageo,RC0100FR-07976RL,Panasonic,ERJ-1GMF9760C,Koa-Speer,RK73H1HTTC9760F
1K,"Res, 1K Ohm, 976R, 50mW, R0201",Yageo,RC0100FR-071KL,Panasonic,ERJ-1GMF1001C,Koa-Speer,RK73H1HTTC1001F
1K02,"Res, 1K02 Ohm, 1K, 50mW, R0201",Yageo,RC0100FR-071K02L,Panasonic,ERJ-1GMF1021C,Koa-Speer,RK73H1HTTC1021F
1K05,"Res, 1K05 Ohm, 1K02, 50mW, R0201",Yageo,RC0100FR-071K05L,Panasonic,ERJ-1GMF1051C,Koa-Speer,RK73H1HTTC1051F
1K07,"Res, 1K07 Ohm, 1K05, 50mW, R0201",Yageo,RC0100FR-071K07L,Panasonic,ERJ-1GMF1071C,Koa-Speer,RK73H1HTTC1071F
1K1,"Res, 1K1 Ohm, 1K07, 50mW, R0201",Yageo,RC0100FR-071K1L,Panasonic,ERJ-1GMF1101C,Koa-Speer,RK73H1HTTC1101F
1K13,"Res, 1K13 Ohm, 1K1, 50mW, R0201",Yageo,RC0100FR-071K13L,Panasonic,ERJ-1GMF1131C,Koa-Speer,RK73H1HTTC1131F
1K15,"Res, 1K15 Ohm, 1K13, 50mW, R0201",Yageo,RC0100FR-071K15L,Panasonic,ERJ-1GMF1151C,Koa-Speer,RK73H1HTTC1151F
1K18,"Res, 1K18 Ohm, 1K15, 50mW, R0201",Yageo,RC0100FR-071K18L,Panasonic,ERJ-1GMF1181C,Koa-Speer,RK73H1HTTC1181F
1K21,"Res, 1K21 Ohm, 1K18, 50mW, R0201",Yageo,RC0100FR-071K21L,Panasonic,ERJ-1GMF1211C,Koa-Speer,RK73H1HTTC1211F
1K24,"Res, 1K24 Ohm, 1K21, 50mW, R0201",Yageo,RC0100FR-071K24L,Panasonic,ERJ-1GMF1241C,Koa-Speer,RK73H1HTTC1241F
1K27,"Res, 1K27 Ohm, 1K24, 50mW, R0201",Yageo,RC0100FR-071K27L,Panasonic,ERJ-1GMF1271C,Koa-Speer,RK73H1HTTC1271F
1K3,"Res, 1K3 Ohm, 1K27, 50mW, R0201",Yageo,RC0100FR-071K3L,Panasonic,ERJ-1GMF1301C,Koa-Speer,RK73H1HTTC1301F
1K33,"Res, 1K33 Ohm, 1K3, 50mW, R0201",Yageo,RC0100FR-071K33L,Panasonic,ERJ-1GMF1331C,Koa-Speer,RK73H1HTTC1331F
1K37,"Res, 1K37 Ohm, 1K33, 50mW, R0201",Yageo,RC0100FR-071K37L,Panasonic,ERJ-1GMF1371C,Koa-Speer,RK73H1HTTC1371F
1K4,"Res, 1K4 Ohm, 1K37, 50mW, R0201",Yageo,RC0100FR-071K4L,Panasonic,ERJ-1GMF1401C,Koa-Speer,RK73H1HTTC1401F
1K43,"Res, 1K43 Ohm, 1K4, 50mW, R0201",Yageo,RC0100FR-071K43L,Panasonic,ERJ-1GMF1431C,Koa-Speer,RK73H1HTTC1431F
1K47,"Res, 1K47 Ohm, 1K43, 50mW, R0201",Yageo,RC0100FR-071K47L,Panasonic,ERJ-1GMF1471C,Koa-Speer,RK73H1HTTC1471F
1K5,"Res, 1K5 Ohm, 1K47, 50mW, R0201",Yageo,RC0100FR-071K5L,Panasonic,ERJ-1GMF1501C,Koa-Speer,RK73H1HTTC1501F
1K54,"Res, 1K54 Ohm, 1K5, 50mW, R0201",Yageo,RC0100FR-071K54L,Panasonic,ERJ-1GMF1541C,Koa-Speer,RK73H1HTTC1541F
1K58,"Res, 1K58 Ohm, 1K54, 50mW, R0201",Yageo,RC0100FR-071K58L,Panasonic,ERJ-1GMF1581C,Koa-Speer,RK73H1HTTC1581F
1K62,"Res, 1K62 Ohm, 1K58, 50mW, R0201",Yageo,RC0100FR-071K62L,Panasonic,ERJ-1GMF1621C,Koa-Speer,RK73H1HTTC1621F
1K65,"Res, 1K65 Ohm, 1K62, 50mW, R0201",Yageo,RC0100FR-071K65L,Panasonic,ERJ-1GMF1651C,Koa-Speer,RK73H1HTTC1651F
1K69,"Res, 1K69 Ohm, 1K65, 50mW, R0201",Yageo,RC0100FR-071K69L,Panasonic,ERJ-1GMF1691C,Koa-Speer,RK73H1HTTC1691F
