1%,Tolerance,,,,,,
Value,Description,MFG #1,P/N #1,MFG #2,P/N #2,MFG #3,P/N #3
1K91,"Res, 1K91 Ohm, 1K87, 100mW, R0603",Yageo,RC0603FR-071K91P,Panasonic,ERJ-U03F1911V,Koa-Speer,RK73H1JTTD1911F
1K96,"Res, 1K96 Ohm, 1K91, 100mW, R0603",Yageo,RC0603FR-071K96P,Panasonic,ERJ-U03F1961V,Koa-Speer,RK73H1JTTD1961F
2K,"Res, 2K Ohm, 1K96, 100mW, R0603",Yageo,RC0603FR-072KP,Panasonic,ERJ-U03F2001V,Koa-Speer,RK73H1JTTD2001F
2K05,"Res, 2K05 Ohm, 2K, 100mW, R0603",Yageo,RC0603FR-072K05P,Panasonic,ERJ-U03F2051V,Koa-Speer,RK73H1JTTD2051F
2K1,"Res, 2K1 Ohm, 2K05, 100mW, R0603",Yageo,RC0603FR-072K1P,Panasonic,ERJ-U03F2101V,Koa-Speer,RK73H1JTTD2101F
2K15,"Res, 2K15 Ohm, 2K1, 100mW, R0603",Yageo,RC0603FR-072K15P,Panasonic,ERJ-U03F2151V,Koa-Speer,RK73H1JTTD2151F
2K21,"Res, 2K21 Ohm, 2K15, 100mW, R0603",Yageo,RC0603FR-072K21P,Panasonic,ERJ-U03F2211V,Koa-Speer,RK73H1JTTD2211F
2K26,"Res, 2K26 Ohm, 2K21, 100mW, R0603",Yageo,RC0603FR-072K26P,Panasonic,ERJ-U03F2261V,Koa-Speer,RK73H1JTTD2261F
2K32,"Res, 2K32 Ohm, 2K26, 100mW, R0603",Yageo,RC0603FR-072K32P,Panasonic,ERJ-U03F2321V,Koa-Speer,RK73H1JTTD2321F
2K37,"Res, 2K37 Ohm, 2K32, 100mW, R0603",Yageo,RC0603FR-072K37P,Panasonic,ERJ-U03F2371V,Koa-Speer,RK73H1JTTD2371F
2K43,"Res, 2K43 Ohm, 2K37, 100mW, R0603",Yageo,RC0603FR-072K43P,Panasonic,ERJ-U03F2431V,Koa-Speer,RK73H1JTTD2431F
2K49,"Res, 2K49 Ohm, 2K43, 100mW, R0603",Yageo,RC0603FR-072K49P,Panasonic,ERJ-U03F2491V,Koa-Speer,RK73H1JTTD2491F
2K55,"Res, 2K55 Ohm, 2K49, 100mW, R0603",Yageo,RC0603FR-072K55P,Panasonic,ERJ-U03F2551V,Koa-Speer,RK73H1JTTD2551F
2K61,"Res, 2K61 Ohm, 2K55, 100mW, R0603",Yageo,RC0603FR-072K61P,Panasonic,ERJ-U03F2611V,Koa-Speer,RK73H1JTTD2611F
2K67,"Res, 2K67 Ohm, 2K61, 100mW, R0603",Yageo,RC0603FR-072K67P,Panasonic,ERJ-U03F2671V,Koa-Speer,RK73H1JTTD2671F
2K74,"Res, 2K74 Ohm, 2K67, 100mW, R0603",Yageo,RC0603FR-072K74P,Panasonic,ERJ-U03F2741V,Koa-Speer,RK73H1JTTD2741F
2K8,"Res, 2K8 Ohm, 2K74, 100mW, R0603",Yageo,RC0603FR-072K8P,Panasonic,ERJ-U03F2801V,Koa-Speer,RK73H1JTTD2801F
2K87,"Res, 2K87 Ohm, 2K8, 100mW, R0603",Yageo,RC0603FR-072K87P,Panasonic,ERJ-U03F2871V,Koa-Speer,RK73H1JTTD2871F
2K94,"Res, 2K94 Ohm, 2K87, 100mW, R0603",Yageo,RC0603FR-072K94P,Panasonic,ERJ-U03F2941V,Koa-Speer,RK73H1JTTD2941F
3K01,"Res, 3K01 Ohm, 2K94, 100mW, R0603",Yageo,RC0603FR-073K01P,Panasonic,ERJ-U03F3011V,Koa-Speer,RK73H1JTTD3011F
3K09,"Res, 3K09 Ohm, 3K01, 100mW, R0603",Yageo,RC0603FR-073K09P,Panasonic,ERJ-U03F3091V,Koa-Speer,RK73H1JTTD3091F
3K16,"Res, 3K16 Ohm, 3K09, 100mW, R0603",Yageo,RC0603FR-073K16P,Panasonic,ERJ-U03F3161V,Koa-Speer,RK73H1JTTD3161F
3K24,"Res, 3K24 Ohm, 3K16, 100mW, R0603",Yageo,RC0603FR-073K24P,Panasonic,ERJ-U03F3241V,Koa-Speer,RK73H1JTTD3241F
3K32,"Res, 3K32 Ohm, 3K24, 100mW, R0603",Yageo,RC0603FR-073K32P,Panasonic,ERJ-U03F3321V,Koa-Speer,RK73H1JTTD3321F
3K4,"Res, 3K4 Ohm, 3K32, 100mW, R0603",Yageo,RC0603FR-073K4P,Panasonic,ERJ-U03F3401V,Koa-Speer,RK73H1JTTD3401F
3K48,"Res, 3K48 Ohm, 3K4, 100mW, R0603",Yageo,RC0603FR-073K48P,Panasonic,ERJ-U03F3481V,Koa-Speer,RK73H1JTTD3481F
3K57,"Res, 3K57 Ohm, 3K48, 100mW, R0603",Yageo,RC0603FR-073K57P,Panasonic,ERJ-U03F3571V,Koa-Speer,RK73H1JTTD3571F
3K65,"Res, 3K65 Ohm, 3K57, 100mW, R0603",Yageo,RC0603FR-073K65P,Panasonic,ERJ-U03F3651V,Koa-Speer,RK73H1JTTD3651F
3K74,"Res, 3K74 Ohm, 3K65, 100mW, R0603",Yageo,RC0603FR-073K74P,Panasonic,ERJ-U03F3741V,Koa-Speer,RK73H1JTTD3741F
3K83,"Res, 3K83 Ohm, 3K74, 100mW, R0603",Yageo,RC0603FR-073K83P,Panasonic,ERJ-U03F3831V,Koa-Speer,RK73H1JTTD3831F
3K92,"Res, 3K92 Ohm, 3K83, 100mW, R0603",Yageo,RC0603FR-073K92P,Panasonic,ERJ-U03F3921V,Koa-Speer,RK73H1JTTD3921F
4K02,"Res, 4K02 Ohm, 3K92, 100mW, R0603",Yageo,RC0603FR-074K02P,Panasonic,ERJ-U03F4021V,Koa-Speer,RK73H1JTTD4021F
4K12,"Res, 4K12 Ohm, 4K02, 100mW, R0603",Yageo,RC0603FR-074K12P,Panasonic,ERJ-U03F4121V,Koa-Speer,RK73H1JTTD4121F
4K22,"Res, 4K22 Ohm, 4K12, 100mW, R0603",Yageo,RC0603FR-074K22P,Panasonic,ERJ-U03F4221V,Koa-Speer,RK73H1JTTD4221F
4K32,"Res, 4K32 Ohm, 4K22, 100mW, R0603",Yageo,RC0603FR-074K32P,Panasonic,ERJ-U03F4321V,Koa-Speer,RK73H1JTTD4321F
4K42,"Res, 4K42 Ohm, 4K32, 100mW, R0603",Yageo,RC0603FR-074K42P,Panasonic,ERJ-U03F4421V,Koa-Speer,RK73H1JTTD4421F
4K53,"Res, 4K53 Ohm, 4K42, 100mW, R0603",Yageo,RC0603FR-074K53P,Panasonic,ERJ-U03F4531V,Koa-Speer,RK73H1JTTD4531F
4K64,"Res, 4K64 Ohm, 4K53, 100mW, R0603",Yageo,RC0603FR-074K64P,Panasonic,ERJ-U03F4641V,Koa-Speer,RK73H1JTTD4641F
4K75,"Res, 4K75 Ohm, 4K64, 100mW, R0603",Yageo,RC0603FR-074K75P,Panasonic,ERJ-U03F4751V,Koa-Speer,RK73H1JTTD4751F
4K87,"Res, 4K87 Ohm, 4K75, 100mW, R0603",Yageo,RC0603FR-074K87P,Panasonic,ERJ-U03F4871V,Koa-Speer,RK73H1JTTD4871F
4K99,"Res, 4K99 Ohm, 4K87, 100mW, R0603",Yageo,RC0603FR-074K99P,Panasonic,ERJ-U03F4991V,Koa-Speer,RK73H1JTTD4991F
5K11,"Res, 5K11 Ohm, 4K99, 100mW, R0603",Yageo,RC0603FR-075K11P,Panasonic,ERJ-U03F5111V,Koa-Speer,RK73H1JTTD5111F
5K23,"Res, 5K23 Ohm, 5K11, 100mW, R0603",Yageo,RC0603FR-075K23P,Panasonic,ERJ-U03F5231V,Koa-Speer,RK73H1JTTD5231F
5K36,"Res, 5K36 Ohm, 5K23, 100mW, R0603",Yageo,RC0603FR-075K36P,Panasonic,ERJ-U03F5361V,Koa-Speer,RK73H1JTTD5361F
5K49,"Res, 5K49 Ohm, 5K36, 100mW, R0603",Yageo,RC0603FR-075K49P,Panasonic,ERJ-U03F5491V,Koa-Speer,RK73H1JTTD5491F
5K62,"Res, 5K62 Ohm, 5K49, 100mW, R0603",Yageo,RC0603FR-075K62P,Panasonic,ERJ-U03F5621V,Koa-Speer,RK73H1JTTD5621F
5K76,"Res, 5K76 Ohm, 5K62, 100mW, R0603",Yageo,RC0603FR-075K76P,Panasonic,ERJ-U03F5761V,Koa-Speer,RK73H1JTTD5761F
5K9,"Res, 5K9 Ohm, 5K76, 100mW, R0603",Yageo,RC0603FR-075K9P,Panasonic,ERJ-U03F5901V,Koa-Speer,RK73H1JTTD5901F
6K04,"Res, 6K04 Ohm, 5K9, 100mW, R0603",Yageo,RC0603FR-076K04P,Panasonic,ERJ-U03F6041V,Koa-Speer,RK73H1JTTD6041F
6K19,"Res, 6K19 Ohm, 6K04, 100mW, R0603",Yageo,RC0603FR-076K19P,Panasonic,ERJ-U03F6191V,Koa-Speer,RK73H1JTTD6191F
6K34,"Res, 6K34 Ohm, 6K19, 100mW, R0603",Yageo,RC0603FR-076K34P,Panasonic,ERJ-U03F6341V,Koa-Speer,RK73H1JTTD6341F
6K49,"Res, 6K49 Ohm, 6K34, 100mW, R0603",Yageo,RC0603FR-076K49P,Panasonic,ERJ-U03F6491V,Koa-Speer,RK73H1JTTD6491F
6K65,"Res, 6K65 Ohm, 6K49, 100mW, R0603",Yageo,RC0603FR-076K65P,Panasonic,ERJ-U03F6651V,Koa-Speer,RK73H1JTTD6651F
6K81,"Res, 6K81 Ohm, 6K65, 100mW, R0603",Yageo,RC0603FR-076K81P,Panasonic,ERJ-U03F6811V,Koa-Speer,RK73H1JTTD6811F
6K98,"Res, 6K98 Ohm, 6K81, 100mW, R0603",Yageo,RC0603FR-076K98P,Panasonic,ERJ-U03F6981V,Koa-Speer,RK73H1JTTD6981F
7K15,"Res, 7K15 Ohm, 6K98, 100mW, R0603",Yageo,RC0603FR-077K15P,Panasonic,ERJ-U03F7151V,Koa-Speer,RK73H1JTTD7151F
7K32,"Res, 7K32 Ohm, 7K15, 100mW, R0603",Yageo,RC0603FR-077K32P,Panasonic,ERJ-U03F7321V,Koa-Speer,RK73H1JTTD7321F
7K5,"Res, 7K5 Ohm, 7K32, 100mW, R0603",Yageo,RC0603FR-077K5P,Panasonic,ERJ-U03F7501V,Koa-Speer,RK73H1JTTD7501F
7K68,"Res, 7K68 Ohm, 7K5, 100mW, R0603",Yageo,RC0603FR-077K68P,Panasonic,ERJ-U03F7681V,Koa-Speer,RK73H1JTTD7681F
7K87,"Res, 7K87 Ohm, 7K68, 100mW, R0603",Yageo,RC0603FR-077K87P,Panasonic,ERJ-U03F7871V,Koa-Speer,RK73H1JTTD7871F
8K06,"Res, 8K06 Ohm, 7K87, 100mW, R0603",Yageo,RC0603FR-078K06P,Panasonic,ERJ-U03F8061V,Koa-Speer,RK73H1JTTD8061F
8K25,"Res, 8K25 Ohm, 8K06, 100mW, R0603",Yageo,RC0603FR-078K25P,Panasonic,ERJ-U03F8251V,Koa-Speer,RK73H1JTTD8251F
8K45,"Res, 8K45 Ohm, 8K25, 100mW, R0603",Yageo,RC0603FR-078K45P,Panasonic,ERJ-U03F8451V,Koa-Speer,RK73H1JTTD8451F
8K66,"Res, 8K66 Ohm, 8K45, 100mW, R0603",Yageo,RC0603FR-078K66P,Panasonic,ERJ-U03F8661V,Koa-Speer,RK73H1JTTD8661F
8K87,"Res, 8K87 Ohm, 8K66, 100mW, R0603",Yageo,RC0603FR-078K87P,Panasonic,ERJ-U03F8871V,Koa-Speer,RK73H1JTTD8871F
9K09,"Res, 9K09 Ohm, 8K87, 100mW, R0603",Yageo,RC0603FR-079K09P,Panasonic,ERJ-U03F9091V,Koa-Speer,RK73H1JTTD9091F
9K31,"Res, 9K31 Ohm, 9K09, 100mW, R0603",Yageo,RC0603FR-079K31P,Panasonic,ERJ-U03F9311V,Koa-Speer,RK73H1JTTD9311F
9K53,"Res, 9K53 Ohm, 9K31, 100mW, R0603",Yageo,RC0603FR-079K53P,Panasonic,ERJ-U03F9531V,Koa-Speer,RK73H1JTTD9531F
9K76,"Res, 9K76 Ohm, 9K53, 100mW, R0603",Yageo,RC0603FR-079K76P,Panasonic,ERJ-U03F9761V,Koa-Speer,RK73H1JTTD9761F
10K,"Res, 10K Ohm, 9K76, 100mW, R0603",Yageo,RC0603FR-0710KP,Panasonic,ERJ-U03F1002V,Koa-Speer,RK73H1JTTD1002F
10K2,"Res, 10K2 Ohm, 10K, 100mW, R0603",Yageo,RC0603FR-0710K2P,Panasonic,ERJ-U03F1022V,Koa-Speer,RK73H1JTTD1022F
10K5,"Res, 10K5 Ohm, 10K2, 100mW, R0603",Yageo,RC0603FR-0710K5P,Panasonic,ERJ-U03F1052V,Koa-Speer,RK73H1JTTD1052F
10K7,"Res, 10K7 Ohm, 10K5, 100mW, R0603",Yageo,RC0603FR-0710K7P,Panasonic,ERJ-U03F1072V,Koa-Speer,RK73H1JTTD1072F
11K,"Res, 11K Ohm, 10K7, 100mW, R0603",Yageo,RC0603FR-0711KP,Panasonic,ERJ-U03F1102V,Koa-Speer,RK73H1JTTD1102F
11K3,"Res, 11K3 Ohm, 11K, 100mW, R0603",Yageo,RC0603FR-0711K3P,Panasonic,ERJ-U03F1132V,Koa-Speer,RK73H1JTTD1132F
11K5,"Res, 11K5 Ohm, 11K3, 100mW, R0603",Yageo,RC0603FR-0711K5P,Panasonic,ERJ-U03F1152V,Koa-Speer,RK73H1JTTD1152F
11K8,"Res, 11K8 Ohm, 11K5, 100mW, R0603",Yageo,RC0603FR-0711K8P,Panasonic,ERJ-U03F1182V,Koa-Speer,RK73H1JTTD1182F
12K1,"Res, 12K1 Ohm, 11K8, 100mW, R0603",Yageo,RC0603FR-0712K1P,Panasonic,ERJ-U03F1212V,Koa-Speer,RK73H1JTTD1212F
12K4,"Res, 12K4 Ohm, 12K1, 100mW, R0603",Yageo,RC0603FR-0712K4P,Panasonic,ERJ-U03F1242V,Koa-Speer,RK73H1JTTD1242F
12K7,"Res, 12K7 Ohm, 12K4, 100mW, R0603",Yageo,RC0603FR-0712K7P,Panasonic,ERJ-U03F1272V,Koa-Speer,RK73H1JTTD1272F
13K,"Res, 13K Ohm, 12K7, 100mW, R0603",Yageo,RC0603FR-0713KP,Panasonic,ERJ-U03F1302V,Koa-Speer,RK73H1JTTD1302F
13K3,"Res, 13K3 Ohm, 13K, 100mW, R0603",Yageo,RC0603FR-0713K3P,Panasonic,ERJ-U03F1332V,Koa-Speer,RK73H1JTTD1332F
13K7,"Res, 13K7 Ohm, 13K3, 100mW, R0603",Yageo,RC0603FR-0713K7P,Panasonic,ERJ-U03F1372V,Koa-Speer,RK73H1JTTD1372F
14K,"Res, 14K Ohm, 13K7, 100mW, R0603",Yageo,RC0603FR-0714KP,Panasonic,ERJ-U03F1402V,Koa-Speer,RK73H1JTTD1402F
14K3,"Res, 14K3 Ohm, 14K, 100mW, R0603",Yageo,RC0603FR-0714K3P,Panasonic,ERJ-U03F1432V,Koa-Speer,RK73H1JTTD1432F
14K7,"Res, 14K7 Ohm, 14K3, 100mW, R0603",Yageo,RC0603FR-0714K7P,Panasonic,ERJ-U03F1472V,Koa-Speer,RK73H1JTTD1472F
15K,"Res, 15K Ohm, 14K7, 100mW, R0603",Yageo,RC0603FR-0715KP,Panasonic,ERJ-U03F1502V,Koa-Speer,RK73H1JTTD1502F
15K4,"Res, 15K4 Ohm, 15K, 100mW, R0603",Yageo,RC0603FR-0715K4P,Panasonic,ERJ-U03F1542V,Koa-Speer,RK73H1JTTD1542F
15K8,"Res, 15K8 Ohm, 15K4, 100mW, R0603",Yageo,RC0603FR-0715K8P,Panasonic,ERJ-U03F1582V,Koa-Speer,RK73H1JTTD1582F
16K2,"Res, 16K2 Ohm, 15K8, 100mW, R0603",Yageo,RC0603FR-0716K2P,Panasonic,ERJ-U03F1622V,Koa-Speer,RK73H1JTTD1622F
16K5,"Res, 16K5 Ohm, 16K2, 100mW, R0603",Yageo,RC0603FR-0716K5P,Panasonic,ERJ-U03F1652V,Koa-Speer,RK73H1JTTD1652F
16K9,"Res, 16K9 Ohm, 16K5, 100mW, R0603",Yageo,RC0603FR-0716K9P,Panasonic,ERJ-U03F1692V,Koa-Speer,RK73H1JTTD1692F
17K4,"Res, 17K4 Ohm, 16K9, 100mW, R0603",Yageo,RC0603FR-0717K4P,Panasonic,ERJ-U03F1742V,Koa-Speer,RK73H1JTTD1742F
17K8,"Res, 17K8 Ohm, 17K4, 100mW, R0603",Yageo,RC0603FR-0717K8P,Panasonic,ERJ-U03F1782V,Koa-Speer,RK73H1JTTD1782F
18K2,"Res, 18K2 Ohm, 17K8, 100mW, R0603",Yageo,RC0603FR-0718K2P,Panasonic,ERJ-U03F1822V,Koa-Speer,RK73H1JTTD1822F
18K7,"Res, 18K7 Ohm, 18K2, 100mW, R0603",Yageo,RC0603FR-0718K7P,Panasonic,ERJ-U03F1872V,Koa-Speer,RK73H1JTTD1872F
19K1,"Res, 19K1 Ohm, 18K7, 100mW, R0603",Yageo,RC0603FR-0719K1P,Panasonic,ERJ-U03F1912V,Koa-Speer,RK73H1JTTD1912F
19K6,"Res, 19K6 Ohm, 19K1, 100mW, R0603",Yageo,RC0603FR-0719K6P,Panasonic,ERJ-U03F1962V,Koa-Speer,RK73H1JTTD1962F
20K,"Res, 20K Ohm, 19K6, 100mW, R0603",Yageo,RC0603FR-0720KP,Panasonic,ERJ-U03F2002V,Koa-Speer,RK73H1JTTD2002F
20K5,"Res, 20K5 Ohm, 20K, 100mW, R0603",Yageo,RC0603FR-0720K5P,Panasonic,ERJ-U03F2052V,Koa-Speer,RK73H1JTTD2052F
21K,"Res, 21K Ohm, 20K5, 100mW, R0603",Yageo,RC0603FR-0721KP,Panasonic,ERJ-U03F2102V,Koa-Speer,RK73H1JTTD2102F
21K5,"Res, 21K5 Ohm, 21K, 100mW, R0603",Yageo,RC0603FR-0721K5P,Panasonic,ERJ-U03F2152V,Koa-Speer,RK73H1JTTD2152F
22K1,"Res, 22K1 Ohm, 21K5, 100mW, R0603",Yageo,RC0603FR-0722K1P,Panasonic,ERJ-U03F2212V,Koa-Speer,RK73H1JTTD2212F
22K6,"Res, 22K6 Ohm, 22K1, 100mW, R0603",Yageo,RC0603FR-0722K6P,Panasonic,ERJ-U03F2262V,Koa-Speer,RK73H1JTTD2262F
23K2,"Res, 23K2 Ohm, 22K6, 100mW, R0603",Yageo,RC0603FR-0723K2P,Panasonic,ERJ-U03F2322V,Koa-Speer,RK73H1JTTD2322F
23K7,"Res, 23K7 Ohm, 23K2, 100mW, R0603",Yageo,RC0603FR-0723K7P,Panasonic,ERJ-U03F2372V,Koa-Speer,RK73H1JTTD2372F
24K3,"Res, 24K3 Ohm, 23K7, 100mW, R0603",Yageo,RC0603FR-0724K3P,Panasonic,ERJ-U03F2432V,Koa-Speer,RK73H1JTTD2432F
24K9,"Res, 24K9 Ohm, 24K3, 100mW, R0603",Yageo,RC0603FR-0724K9P,Panasonic,ERJ-U03F2492V,Koa-Speer,RK73H1JTTD2492F
25K5,"Res, 25K5 Ohm, 24K9, 100mW, R0603",Yageo,RC0603FR-0725K5P,Panasonic,ERJ-U03F2552V,Koa-Speer,RK73H1JTTD2552F
26K1,"Res, 26K1 Ohm, 25K5, 100mW, R0603",Yageo,RC0603FR-0726K1P,Panasonic,ERJ-U03F2612V,Koa-Speer,RK73H1JTTD2612F
26K7,"Res, 26K7 Ohm, 26K1, 100mW, R0603",Yageo,RC0603FR-0726K7P,Panasonic,ERJ-U03F2672V,Koa-Speer,RK73H1JTTD2672F
27K4,"Res, 27K4 Ohm, 26K7, 100mW, R0603",Yageo,RC0603FR-0727K4P,Panasonic,ERJ-U03F2742V,Koa-Speer,RK73H1JTTD2742F
28K,"Res, 28K Ohm, 27K4, 100mW, R0603",Yageo,RC0603FR-0728KP,Panasonic,ERJ-U03F2802V,Koa-Speer,RK73H1JTTD2802F
28K7,"Res, 28K7 Ohm, 28K, 100mW, R0603",Yageo,RC0603FR-0728K7P,Panasonic,ERJ-U03F2872V,Koa-Speer,RK73H1JTTD2872F
29K4,"Res, 29K4 Ohm, 28K7, 100mW, R0603",Yageo,RC0603FR-0729K4P,Panasonic,ERJ-U03F2942V,Koa-Speer,RK73H1JTTD2942F
30K1,"Res, 30K1 Ohm, 29K4, 100mW, R0603",Yageo,RC0603FR-0730K1P,Panasonic,ERJ-U03F3012V,Koa-Speer,RK73H1JTTD3012F
30K9,"Res, 30K9 Ohm, 30K1, 100mW, R0603",Yageo,RC0603FR-0730K9P,Panasonic,ERJ-U03F3092V,Koa-Speer,RK73H1JTTD3092F
31K6,"Res, 31K6 Ohm, 30K9, 100mW, R0603",Yageo,RC0603FR-0731K6P,Panasonic,ERJ-U03F3162V,Koa-Speer,RK73H1JTTD3162F
32K4,"Res, 32K4 Ohm, 31K6, 100mW, R0603",Yageo,RC0603FR-0732K4P,Panasonic,ERJ-U03F3242V,Koa-Speer,RK73H1JTTD3242F
33K2,"Res, 33K2 Ohm, 32K4, 100mW, R0603",Yageo,RC0603FR-0733K2P,Panasonic,ERJ-U03F3322V,Koa-Speer,RK73H1JTTD3322F
34K,"Res, 34K Ohm, 33K2, 100mW, R0603",Yageo,RC0603FR-0734KP,Panasonic,ERJ-U03F3402V,Koa-Speer,RK73H1JTTD3402F
34K8,"Res, 34K8 Ohm, 34K, 100mW, R0603",Yageo,RC0603FR-0734K8P,Panasonic,ERJ-U03F3482V,Koa-Speer,RK73H1JTTD3482F
35K7,"Res, 35K7 Ohm, 34K8, 100mW, R0603",Yageo,RC0603FR-0735K7P,Panasonic,ERJ-U03F3572V,Koa-Speer,RK73H1JTTD3572F
36K5,"Res, 36K5 Ohm, 35K7, 100mW, R0603",Yageo,RC0603FR-0736K5P,Panasonic,ERJ-U03F3652V,Koa-Speer,RK73H1JTTD3652F
37K4,"Res, 37K4 Ohm, 36K5, 100mW, R0603",Yageo,RC0603FR-0737K4P,Panasonic,ERJ-U03F3742V,Koa-Speer,RK73H1JTTD3742F
38K3,"Res, 38K3 Ohm, 37K4, 100mW, R0603",Yageo,RC0603FR-0738K3P,Panasonic,ERJ-U03F3832V,Koa-Speer,RK73H1JTTD3832F
39K2,"Res, 39K2 Ohm, 38K3, 100mW, R0603",Yageo,RC0603FR-0739K2P,Panasonic,ERJ-U03F3922V,Koa-Speer,RK73H1JTTD3922F
40K2,"Res, 40K2 Ohm, 39K2, 100mW, R0603",Yageo,RC0603FR-0740K2P,Panasonic,ERJ-U03F4022V,Koa-Speer,RK73H1JTTD4022F
41K2,"Res, 41K2 Ohm, 40K2, 100mW, R0603",Yageo,RC0603FR-0741K2P,Panasonic,ERJ-U03F4122V,Koa-Speer,RK73H1JTTD4122F
42K2,"Res, 42K2 Ohm, 41K2, 100mW, R0603",Yageo,RC0603FR-0742K2P,Panasonic,ERJ-U03F4222V,Koa-Speer,RK73H1JTTD4222F
43K2,"Res, 43K2 Ohm, 42K2, 100mW, R0603",Yageo,RC0603FR-0743K2P,Panasonic,ERJ-U03F4322V,Koa-Speer,RK73H1JTTD4322F
44K2,"Res, 44K2 Ohm, 43K2, 100mW, R0603",Yageo,RC0603FR-0744K2P,Panasonic,ERJ-U03F4422V,Koa-Speer,RK73H1JTTD4422F
45K3,"Res, 45K3 Ohm, 44K2, 100mW, R0603",Yageo,RC0603FR-0745K3P,Panasonic,ERJ-U03F4532V,Koa-Speer,RK73H1JTTD4532F
46K4,"Res, 46K4 Ohm, 45K3, 100mW, R0603",Yageo,RC0603FR-0746K4P,Panasonic,ERJ-U03F4642V,Koa-Speer,RK73H1JTTD4642F
47K5,"Res, 47K5 Ohm, 46K4, 100mW, R0603",Yageo,RC0603FR-0747K5P,Panasonic,ERJ-U03F4752V,Koa-Speer,RK73H1JTTD4752F
48K7,"Res, 48K7 Ohm, 47K5, 100mW, R0603",Yageo,RC0603FR-0748K7P,Panasonic,ERJ-U03F4872V,Koa-Speer,RK73H1JTTD4872F
49K9,"Res, 49K9 Ohm, 48K7, 100mW, R0603",Yageo,RC0603FR-0749K9P,Panasonic,ERJ-U03F4992V,Koa-Speer,RK73H1JTTD4992F
51K1,"Res, 51K1 Ohm, 49K9, 100mW, R0603",Yageo,RC0603FR-0751K1P,Panasonic,ERJ-U03F5112V,Koa-Speer,RK73H1JTTD5112F
52K3,"Res, 52K3 Ohm, 51K1, 100mW, R0603",Yageo,RC0603FR-0752K3P,Panasonic,ERJ-U03F5232V,Koa-Speer,RK73H1JTTD5232F
53K6,"Res, 53K6 Ohm, 52K3, 100mW, R0603",Yageo,RC0603FR-0753K6P,Panasonic,ERJ-U03F5362V,Koa-Speer,RK73H1JTTD5362F
54K9,"Res, 54K9 Ohm, 53K6, 100mW, R0603",Yageo,RC0603FR-0754K9P,Panasonic,ERJ-U03F5492V,Koa-Speer,RK73H1JTTD5492F
56K2,"Res, 56K2 Ohm, 54K9, 100mW, R0603",Yageo,RC0603FR-0756K2P,Panasonic,ERJ-U03F5622V,Koa-Speer,RK73H1JTTD5622F
57K6,"Res, 57K6 Ohm, 56K2, 100mW, R0603",Yageo,RC0603FR-0757K6P,Panasonic,ERJ-U03F5762V,Koa-Speer,RK73H1JTTD5762F
59K,"Res, 59K Ohm, 57K6, 100mW, R0603",Yageo,RC0603FR-0759KP,Panasonic,ERJ-U03F5902V,Koa-Speer,RK73H1JTTD5902F
60K4,"Res, 60K4 Ohm, 59K, 100mW, R0603",Yageo,RC0603FR-0760K4P,Panasonic,ERJ-U03F6042V,Koa-Speer,RK73H1JTTD6042F
61K9,"Res, 61K9 Ohm, 60K4, 100mW, R0603",Yageo,RC0603FR-0761K9P,Panasonic,ERJ-U03F6192V,Koa-Speer,RK73H1JTTD6192F
63K4,"Res, 63K4 Ohm, 61K9, 100mW, R0603",Yageo,RC0603FR-0763K4P,Panasonic,ERJ-U03F6342V,Koa-Speer,RK73H1JTTD6342F
64K9,"Res, 64K9 Ohm, 63K4, 100mW, R0603",Yageo,RC0603FR-0764K9P,Panasonic,ERJ-U03F6492V,Koa-Speer,RK73H1JTTD6492F
66K5,"Res, 66K5 Ohm, 64K9, 100mW, R0603",Yageo,RC0603FR-0766K5P,Panasonic,ERJ-U03F6652V,Koa-Speer,RK73H1JTTD6652F
68K1,"Res, 68K1 Ohm, 66K5, 100mW, R0603",Yageo,RC0603FR-0768K1P,Panasonic,ERJ-U03F6812V,Koa-Speer,RK73H1JTTD6812F
69K8,"Res, 69K8 Ohm, 68K1, 100mW, R0603",Yageo,RC0603FR-0769K8P,Panasonic,ERJ-U03F6982V,Koa-Speer,RK73H1JTTD6982F
71K5,"Res, 71K5 Ohm, 69K8, 100mW, R0603",Yageo,RC0603FR-0771K5P,Panasonic,ERJ-U03F7152V,Koa-Speer,RK73H1JTTD7152F
73K2,"Res, 73K2 Ohm, 71K5, 100mW, R0603",Yageo,RC0603FR-0773K2P,Panasonic,ERJ-U03F7322V,Koa-Speer,RK73H1JTTD7322F
75K,"Res, 75K Ohm, 73K2, 100mW, R0603",Yageo,RC0603FR-0775KP,Panasonic,ERJ-U03F7502V,Koa-Speer,RK73H1JTTD7502F
76K8,"Res, 76K8 Ohm, 75K, 100mW, R0603",Yageo,RC0603FR-0776K8P,Panasonic,ERJ-U03F7682V,Koa-Speer,RK73H1JTTD7682F
78K7,"Res, 78K7 Ohm, 76K8, 100mW, R0603",Yageo,RC0603FR-0778K7P,Panasonic,ERJ-U03F7872V,Koa-Speer,RK73H1JTTD7872F
80K6,"Res, 80K6 Ohm, 78K7, 100mW, R0603",Yageo,RC0603FR-0780K6P,Panasonic,ERJ-U03F8062V,Koa-Speer,RK73H1JTTD8062F
82K5,"Res, 82K5 Ohm, 80K6, 100mW, R0603",Yageo,RC0603FR-0782K5P,Panasonic,ERJ-U03F8252V,Koa-Speer,RK73H1JTTD8252F
